TEMP.time;TEMP.data
1572547184643;32.405796
1572547184709;32.405796
1572547184776;32.405796
1572547184843;32.405796
1572547184909;32.405796
1572547184976;32.405796
1572547185043;32.405796
1572547185109;32.405796
1572547185176;32.405796
1572547185243;32.405796
1572547185309;32.405796
1572547185376;32.382843
1572547185443;32.405796
1572547185509;32.405796
1572547185576;32.405796
1572547185643;32.405796
1572547185709;32.405796
1572547185776;32.405796
1572547185843;32.405796
1572547185909;32.405796
1572547185976;32.405796
1572547186043;32.405796
1572547186109;32.405796
1572547186176;32.405796
1572547186243;32.405796
1572547186309;32.359898
1572547186376;32.405796
1572547186443;32.405796
1572547186509;32.405796
1572547186576;32.405796
1572547186643;32.405796
1572547186709;32.382843
1572547186776;32.405796
1572547186843;32.405796
1572547186909;32.405796
1572547186976;32.382843
1572547187043;32.405796
1572547187109;32.382843
1572547187176;32.382843
1572547187243;32.405796
1572547187309;32.405796
1572547187376;32.405796
1572547187443;32.405796
1572547187509;32.405796
1572547187576;32.405796
1572547187643;32.405796
1572547187709;32.405796
1572547187776;32.405796
1572547187843;32.405796
1572547187909;32.405796
1572547187976;32.382843
1572547188043;32.405796
1572547188109;32.405796
1572547188176;32.405796
1572547188243;32.405796
1572547188309;32.405796
1572547188376;32.382843
1572547188443;32.405796
1572547188509;32.405796
1572547188576;32.405796
1572547188643;32.405796
1572547188709;32.405796
1572547188776;32.382843
1572547188843;32.405796
1572547188909;32.405796
1572547188976;32.405796
1572547189043;32.405796
1572547189109;32.359898
1572547189176;32.405796
1572547189243;32.405796
1572547189309;32.382843
1572547189376;32.382843
1572547189443;32.405796
1572547189509;32.405796
1572547189576;32.405796
1572547189643;32.382843
1572547189709;32.405796
1572547189776;32.405796
1572547189843;32.405796
1572547189909;32.405796
1572547189976;32.405796
1572547190043;32.405796
1572547190109;32.405796
1572547190176;32.405796
1572547190243;32.405796
1572547190309;32.382843
1572547190376;32.382843
1572547190443;32.405796
1572547190509;32.405796
1572547190576;32.405796
1572547190643;32.405796
1572547190709;32.382843
1572547190776;32.382843
1572547190843;32.382843
1572547190909;32.405796
1572547190976;32.405796
1572547191043;32.405796
1572547191109;32.405796
1572547191176;32.405796
1572547191243;32.405796
1572547191309;32.405796
1572547191376;32.405796
1572547191443;32.405796
1572547191509;32.405796
1572547191576;32.405796
1572547191643;32.405796
1572547191709;32.405796
1572547191776;32.405796
1572547191843;32.405796
1572547191909;32.405796
1572547191976;32.405796
1572547192043;32.382843
1572547192109;32.405796
1572547192176;32.405796
1572547192243;32.405796
1572547192309;32.382843
1572547192376;32.405796
1572547192443;32.405796
1572547192509;32.382843
1572547192576;32.405796
1572547192643;32.382843
1572547192709;32.405796
1572547192776;32.382843
1572547192843;32.405796
1572547192909;32.405796
1572547192976;32.359898
1572547193043;32.405796
1572547193109;32.382843
1572547193176;32.405796
1572547193243;32.405796
1572547193309;32.405796
1572547193376;32.405796
1572547193443;32.405796
1572547193509;32.405796
1572547193576;32.405796
1572547193643;32.405796
1572547193709;32.405796
1572547193776;32.405796
1572547193843;32.405796
1572547193909;32.405796
1572547193976;32.405796
1572547194043;32.405796
1572547194109;32.405796
1572547194176;32.382843
1572547194243;32.382843
1572547194309;32.382843
1572547194376;32.405796
1572547194443;32.405796
1572547194509;32.382843
1572547194576;32.405796
1572547194643;32.405796
1572547194709;32.405796
1572547194776;32.405796
1572547194843;32.405796
1572547194909;32.405796
1572547194976;32.405796
1572547195043;32.405796
1572547195109;32.405796
1572547195176;32.405796
1572547195243;32.405796
1572547195309;32.405796
1572547195376;32.405796
1572547195443;32.405796
1572547195509;32.405796
1572547195576;32.405796
1572547195643;32.405796
1572547195709;32.405796
1572547195776;32.405796
1572547195843;32.405796
1572547195909;32.405796
1572547195976;32.405796
1572547196043;32.405796
1572547196109;32.405796
1572547196176;32.405796
1572547196243;32.405796
1572547196309;32.405796
1572547196376;32.382843
1572547196443;32.405796
1572547196509;32.382843
1572547196576;32.382843
1572547196643;32.405796
1572547196709;32.382843
1572547196776;32.405796
1572547196843;32.405796
1572547196909;32.405796
1572547196976;32.382843
1572547197043;32.382843
1572547197109;32.405796
1572547197176;32.405796
1572547197243;32.405796
1572547197309;32.405796
1572547197376;32.405796
1572547197443;32.405796
1572547197509;32.382843
1572547197576;32.382843
1572547197643;32.405796
