id;filePrefix;timeZone;startTime;endTime;title;description;deviceNames;bvp.n;eda.n;temp.n;hr.n;str.n;hrv.n;acc.n;edr.n;tempr.n;comments.n;settings.n
6242639e-754a-429c-b830-46ee1e34059a;2019-11-07_10h59m40;America/Toronto -05:00;1573142380660;1573143643857;;;TP001491,TP001354;375834,378960;18793,18948;18793,18949;1154,1067;18793,18948;5024,5056;0,0;340,272;119,150;0;1
