time;edaFeatureDetector;edaOeufMinCutoff;edaOeufBeta;edaOeufDCutoff;edaWindowSize;tempFeatureDetector;tempOeufMinCutoff;tempOeufBeta;tempOeufDCutoff;tempWindowSize
1573142380469;1;1.0;10.0;1.0;35;1;1.0;10.0;1.0;35
