TEMP.time;TEMP.data
1573142380660;28.77455
1573142380726;28.77455
1573142380793;28.77455
1573142380860;28.796741
1573142380926;28.796741
1573142380993;28.796741
1573142381060;28.77455
1573142381126;28.796741
1573142381193;28.796741
1573142381260;28.796741
1573142381326;28.796741
1573142381393;28.77455
1573142381460;28.77455
1573142381526;28.818937
1573142381593;28.818937
1573142381660;28.77455
1573142381726;28.796741
1573142381793;28.796741
1573142381860;28.77455
1573142381926;28.77455
1573142381993;28.77455
1573142382060;28.77455
1573142382126;28.796741
1573142382193;28.796741
1573142382260;28.796741
1573142382326;28.796741
1573142382393;28.796741
1573142382460;28.796741
1573142382526;28.796741
1573142382593;28.796741
1573142382660;28.796741
1573142382726;28.796741
1573142382793;28.77455
1573142382860;28.818937
1573142382926;28.796741
1573142382993;28.796741
1573142383060;28.796741
1573142383126;28.796741
1573142383193;28.796741
1573142383260;28.796741
1573142383326;28.77455
1573142383393;28.77455
1573142383460;28.818937
1573142383526;28.77455
1573142383593;28.796741
1573142383660;28.796741
1573142383726;28.77455
1573142383793;28.796741
1573142383860;28.77455
1573142383926;28.796741
1573142383993;28.77455
1573142384060;28.796741
1573142384126;28.796741
1573142384193;28.77455
1573142384260;28.796741
1573142384326;28.796741
1573142384393;28.796741
1573142384460;28.77455
1573142384526;28.796741
1573142384593;28.77455
1573142384660;28.796741
1573142384726;28.796741
1573142384793;28.77455
1573142384860;28.818937
1573142384926;28.796741
1573142384993;28.796741
1573142385060;28.796741
1573142385126;28.796741
1573142385193;28.796741
1573142385260;28.796741
1573142385326;28.796741
1573142385393;28.796741
1573142385460;28.796741
1573142385526;28.77455
1573142385593;28.818937
1573142385660;28.796741
1573142385726;28.77455
1573142385793;28.818937
1573142385860;28.796741
1573142385926;28.796741
1573142385993;28.796741
1573142386060;28.77455
1573142386126;28.796741
1573142386193;28.796741
1573142386260;28.796741
1573142386326;28.796741
1573142386393;28.796741
1573142386460;28.77455
1573142386526;28.796741
1573142386593;28.796741
1573142386660;28.77455
1573142386726;28.796741
1573142386793;28.796741
1573142386860;28.818937
1573142386926;28.77455
1573142386993;28.796741
1573142387060;28.77455
1573142387126;28.796741
1573142387193;28.796741
1573142387260;28.77455
1573142387326;28.796741
1573142387393;28.796741
1573142387460;28.818937
1573142387526;28.77455
1573142387593;28.77455
1573142387660;28.796741
1573142387726;28.77455
1573142387793;28.77455
1573142387860;28.796741
1573142387926;28.796741
1573142387993;28.77455
1573142388060;28.77455
1573142388126;28.796741
1573142388193;28.77455
1573142388260;28.796741
1573142388326;28.77455
1573142388393;28.796741
1573142388460;28.77455
1573142388526;28.77455
1573142388593;28.77455
1573142388660;28.796741
1573142388726;28.796741
1573142388793;28.796741
1573142388860;28.796741
1573142388926;28.796741
1573142388993;28.796741
1573142389060;28.796741
1573142389126;28.796741
1573142389193;28.796741
1573142389260;28.796741
1573142389326;28.796741
1573142389393;28.77455
1573142389460;28.77455
1573142389526;28.77455
1573142389593;28.796741
1573142389660;28.818937
1573142389726;28.77455
1573142389793;28.796741
1573142389860;28.77455
1573142389926;28.77455
1573142389993;28.77455
1573142390060;28.796741
1573142390126;28.796741
1573142390193;28.796741
1573142390260;28.796741
1573142390326;28.796741
1573142390393;28.796741
1573142390460;28.77455
1573142390526;28.796741
1573142390593;28.796741
1573142390660;28.796741
1573142390726;28.77455
1573142390793;28.796741
1573142390860;28.77455
1573142390926;28.818937
1573142390993;28.796741
1573142391060;28.796741
1573142391126;28.77455
1573142391193;28.796741
1573142391260;28.796741
1573142391326;28.796741
1573142391393;28.796741
1573142391460;28.796741
1573142391526;28.796741
1573142391593;28.796741
1573142391660;28.796741
1573142391726;28.796741
1573142391793;28.77455
1573142391860;28.796741
1573142391926;28.796741
1573142391993;28.796741
1573142392060;28.77455
1573142392126;28.796741
1573142392193;28.796741
1573142392260;28.77455
1573142392326;28.796741
1573142392393;28.796741
1573142392460;28.77455
1573142392526;28.77455
1573142392593;28.77455
1573142392660;28.77455
1573142392726;28.77455
1573142392793;28.796741
1573142392860;28.77455
1573142392926;28.796741
1573142392993;28.796741
1573142393060;28.77455
1573142393126;28.77455
1573142393193;28.77455
1573142393260;28.77455
1573142393326;28.77455
1573142393393;28.77455
1573142393460;28.796741
1573142393526;28.796741
1573142393593;28.77455
1573142393660;28.77455
1573142393726;28.77455
1573142393793;28.77455
1573142393860;28.752361
1573142393926;28.796741
1573142393993;28.77455
1573142394060;28.77455
1573142394126;28.796741
1573142394193;28.77455
1573142394260;28.77455
1573142394326;28.77455
1573142394393;28.77455
1573142394460;28.752361
1573142394526;28.77455
1573142394593;28.77455
1573142394660;28.77455
1573142394726;28.752361
1573142394793;28.752361
1573142394860;28.77455
1573142394926;28.77455
1573142394993;28.77455
1573142395060;28.77455
1573142395126;28.752361
1573142395193;28.77455
1573142395260;28.77455
1573142395326;28.752361
1573142395393;28.77455
1573142395460;28.77455
1573142395526;28.77455
1573142395593;28.77455
1573142395660;28.752361
1573142395726;28.77455
1573142395793;28.752361
1573142395860;28.752361
1573142395926;28.752361
1573142395993;28.77455
1573142396060;28.752361
1573142396126;28.752361
1573142396193;28.752361
1573142396260;28.752361
1573142396326;28.77455
1573142396393;28.752361
1573142396460;28.752361
1573142396526;28.752361
1573142396593;28.752361
1573142396660;28.752361
1573142396726;28.752361
1573142396793;28.752361
1573142396860;28.752361
1573142396926;28.752361
1573142396993;28.752361
