edr.peak_time;edr.peak_dat;edr.rise_time;edr.max_deriv;edr.amplitude;edr.max_deriv2
1573142383136;1.04122;800;0.0531602;0.0148953;0.0645985
1573142384669;1.07959;1000;0.0596063;0.0347477;0.0461076
1573142386936;0.988194;1000;0.158051;0.102584;0.274721
1573142389069;0.987341;1267;0.0124028;0.0118065;0.0157437
1573142391336;0.775376;134;0.00542452;-0.00297564;0.0132595
1573142393669;0.737208;867;0.0338046;0.0235878;0.0782857
1573142395802;0.701423;400;0.0381097;0.00943643;0.0352027
1573142396469;0.682486;67;0.000388188;0.00191939;-0.00873083
1573142397736;0.711174;600;0.115836;0.0559909;0.134263
1573142399602;0.781891;866;0.310229;0.108357;0.202134
1573142401136;0.811143;800;0.150053;0.0409237;0.104999
1573142402002;0.784837;266;0.00103458;-0.0193783;-0.0700759
1573142404136;0.782470;1067;0.163918;0.0946347;0.226169
1573142407936;0.894654;3334;0.0881702;0.109067;0.0954167
1573142411336;0.915884;3400;0.0114230;0.0212299;0.00850163
1573142418336;0.811326;2000;0.0102513;0.0152974;0.0150431
1573142421936;0.715251;1134;0.0107830;0.00848162;0.0504352
1573142422736;0.714962;200;0.000246397;-0.000289261;-0.00609248
1573142425402;0.694591;466;0.00288169;-0.00256991;0.00106456
1573142428136;0.704364;1600;0.0329238;0.0290277;0.0505599
1573142430402;0.733689;1333;0.0458946;0.0354103;0.0373367
1573142432736;0.736203;1067;0.0838141;0.0446089;0.103694
1573142435069;0.746535;1267;0.0839677;0.0669501;0.145521
1573142437336;0.743392;1067;0.0739672;0.0428030;0.108244
1573142439669;0.750734;1200;0.0739256;0.0516428;0.109615
1573142446536;0.949663;5800;0.142542;0.231434;0.0770359
1573142447069;0.953764;533;0.00844606;0.00410068;0.000510095
1573142449669;0.994771;2600;0.0183060;0.0410069;0.0104318
1573142455136;0.748274;3800;0.0200073;0.0528771;0.227910
1573142458336;0.762780;3200;0.00857641;0.0145065;0.00424348
1573142461936;0.759115;1000;0.00313754;0.00262284;0.00682710
1573142463736;0.768485;1800;0.00749239;0.00937015;0.00500775
1573142466269;0.812244;2533;0.0301623;0.0437590;0.0129333
1573142471602;0.749622;3866;0.0305846;0.0626467;0.121417
1573142482002;0.766762;1266;0.113906;0.0716321;0.0822348
1573142486069;0.778497;2733;0.117976;0.212194;0.264485
1573142489069;0.893243;2600;0.103702;0.111332;0.0792594
1573142489269;0.893644;133;0.00515141;-0.000533104;0.00131817
1573142490669;0.915906;1400;0.0332005;0.0222627;0.0167420
1573142498336;0.755204;400;0.0104709;0.00150120;0.0586263
1573142500602;0.934364;1533;0.216601;0.198926;0.197303
1573142501936;0.918775;134;0.000172335;-0.000996590;-0.00846546
1573142505269;1.00849;1533;0.200051;0.165749;0.220491
1573142512269;1.00414;3867;0.196499;0.259023;0.115698
1573142521269;0.735541;3800;0.0282822;0.0627135;0.0523212
1573142523469;0.746401;2200;0.00617277;0.0108604;4.43296e-05
1573142526336;0.767433;1800;0.0289847;0.0312028;0.0350016
1573142529269;0.780130;2333;0.0116917;0.0136297;0.00903751
1573142531069;0.820073;1333;0.0530367;0.0398722;0.0365095
1573142533602;0.735639;1000;0.0558027;0.0271414;0.127813
1573142537402;0.704159;800;0.00109172;0.000475585;0.00434114
1573142539602;0.704320;1266;0.00100426;0.000653148;0.00148513
1573142539669;0.701425;67;0.000211319;-0.00289458;0.0235065
1573142541402;0.849484;1333;0.210218;0.154772;0.180860
1573142542669;0.866343;733;0.0883308;0.00888038;0.0215945
1573142548269;1.34167;4800;0.245225;0.511609;0.324530
1573142548869;1.34057;0;0.00101007;0.00000;0.000481897
1573142549469;1.34128;600;0.00756530;0.000716329;0.000481897
1573142577802;1.10518;400;0.00361173;0.00199318;0.0381535
1573142602402;0.884116;200;0.000214177;-4.47035e-05;0.0442631
1573142653469;0.780340;667;0.000325131;8.38041e-05;0.00143169
1573142661402;0.771299;400;0.00716481;0.00390601;-0.0179406
1573142666402;0.601002;3333;0.0220936;0.0261012;0.179003
1573142667402;0.601550;1000;0.000760053;0.000547290;3.52099e-05
1573142670336;0.600746;67;8.82465e-06;-1.87159e-05;-7.05013e-05
1573142670536;0.600704;134;3.43231e-05;-2.28286e-05;-0.000118385
