tempr.peak_time;tempr.peak_dat;tempr.rise_time;tempr.max_deriv;tempr.amplitude;tempr.max_deriv2
1573143102004;33.5266;4000;0.000252712;0.000473022;-4.12466e-05
1573143106004;33.5258;4000;8.61188e-05;-0.000801086;6.85263e-05
1573143108671;33.5258;2667;0.000393018;7.24792e-05;6.85263e-05
1573143113337;33.5223;4666;5.88096e-05;-0.00351715;0.000465214
1573143118671;33.5275;5334;0.00196270;0.00517273;0.000465214
1573143123004;33.5246;4333;0.000294663;-0.00294113;0.000609025
1573143132004;33.5391;9000;0.00265676;0.0145683;0.000609025
1573143138337;33.5454;6333;0.00153523;0.00628662;6.97383e-05
1573143157337;33.5365;19000;1.96851e-05;-0.00894547;6.10253e-05
1573143167337;33.5414;10000;0.00111323;0.00494003;0.000157807
1573143169671;33.5414;2334;0.000186933;-3.43323e-05;0.000582465
1573143182337;33.5791;12666;0.00476049;0.0377617;0.000837100
1573143195671;33.6321;13334;0.00695131;0.0529556;0.000828813
1573143204671;33.6703;9000;0.00516551;0.0381966;0.000429331
1573143214671;33.7041;10000;0.00493948;0.0338173;7.09727e-05
1573143225671;33.7222;11000;0.00277593;0.0180855;0.000278336
1573143237337;33.7483;11666;0.00338417;0.0260582;0.000395844
1573143252671;33.7743;15334;0.00317928;0.0260658;1.28150e-05
1573143259671;33.7712;7000;-6.42930e-05;-0.00315857;6.88288e-06
1573143267671;33.7667;8000;8.59434e-05;-0.00445557;0.000245359
1573143275671;33.7705;8000;0.000743127;0.00380325;0.000245359
1573143280337;33.7664;4666;-3.73852e-06;-0.00411224;5.76782e-06
1573143288671;33.7568;8334;1.35100e-05;-0.00957108;7.03441e-05
1573143290004;33.7561;1333;0.000155009;-0.000740051;7.03441e-05
1573143297337;33.7455;7333;0.000136720;-0.0105820;0.000341541
1573143300337;33.7460;3000;0.000205236;0.000522614;0.000341541
1573143304671;33.7446;4334;-0.000120457;-0.00139618;1.05272e-05
1573143305337;33.7445;666;5.00209e-05;-8.39233e-05;-1.84413e-05
1573143306671;33.7446;1334;5.00209e-05;7.62939e-06;-6.25862e-05
1573143321337;33.7223;14666;-4.45626e-05;-0.0222588;9.42290e-06
1573143335004;33.6786;13667;-0.000112886;-0.0437279;7.13589e-06
1573143344337;33.6233;9333;-0.00440222;-0.0552406;3.15867e-05
1573143349337;33.5914;5000;-0.00589431;-0.0319176;2.49898e-05
1573143359337;33.5329;10000;-0.00352920;-0.0585060;3.06545e-05
1573143365671;33.5006;6334;-0.00352920;-0.0322647;1.01654e-05
1573143388671;33.4406;23000;2.56858e-05;-0.0600319;7.92517e-05
1573143389671;33.4406;1000;2.56858e-05;-3.81470e-05;7.92517e-05
1573143391337;33.4406;1666;3.65484e-05;6.10352e-05;6.42536e-05
1573143396004;33.4415;4667;0.000342188;0.000858307;6.42536e-05
1573143403337;33.4329;7333;0.000116361;-0.00862122;0.000435859
1573143408337;33.4354;5000;0.000859666;0.00251007;0.000435859
1573143411671;33.4352;3334;3.25563e-05;-0.000175476;0.000156818
1573143418337;33.4392;6666;0.00106475;0.00396729;0.000208287
1573143428337;33.4196;10000;-0.000193220;-0.0195770;6.43648e-06
1573143439337;33.3998;11000;9.24064e-06;-0.0197830;0.000438433
1573143445004;33.4023;5667;0.000870519;0.00245285;0.000438433
1573143448004;33.4015;3000;0.000277302;-0.000759125;0.00119046
1573143460004;33.4493;12000;0.00823908;0.0478439;0.00137993
1573143465671;33.4469;5667;4.55022e-05;-0.00241470;-0.000422613
1573143466337;33.4469;666;4.55022e-05;7.62939e-06;-0.000533017
1573143491337;33.0755;25000;-2.59818e-05;-0.371471;8.73207e-06
1573143501337;32.9083;10000;0.000168205;-0.167210;0.00677946
1573143525671;33.3072;24334;0.0215238;0.398972;0.00677946
1573143535004;33.4051;9333;0.0123601;0.0979118;0.000571219
1573143548337;33.5349;13333;0.0126776;0.129723;0.000535148
1573143556004;33.5799;7667;0.00684198;0.0450592;0.000122617
1573143563337;33.6241;7333;0.00662935;0.0441742;0.000583403
1573143575004;33.7064;11667;0.00841536;0.0823441;0.000330976
1573143603671;33.9051;28667;0.0111702;0.198700;0.000521094
