HR.time;HR.data
1572547185368;59.800663
1572547186453;62.068966
1572547187296;65.93407
1572547188191;64.98195
1572547189111;64.51613
1572547190042;64.98195
1572547191016;60.60606
1572547191999;63.82979
1572547192961;59.800663
1572547193936;62.5
1572547194912;62.5
1572547195847;64.51613
1572547196785;63.380283
1572547197597;72.58064
1572547198526;65.69343
1572547199445;64.98195
1572547200422;64.98195
1572547201310;64.51613
1572547202245;62.93706
1572547203190;67.669174
1572547203984;70.588234
1572547204876;67.41573
1572547205845;65.454544
1572547206783;63.60424
1572547207691;61.85567
1572547208673;62.93706
1572547209619;62.71777
1572547210590;61.85567
1572547211615;65.21739
1572547212426;64.7482
1572547213315;67.669174
1572547214149;72.8745
1572547215056;71.14625
1572547215877;68.965515
1572547216863;67.41573
1572547217718;62.93706
1572547218672;61.22449
1572547219679;59.60265
1572547220647;65.21739
1572547221616;59.60265
1572547222582;64.28571
1572547223450;66.42066
1572547224359;66.9145
1572547225257;67.41573
1572547226173;64.28571
1572547227086;66.42066
1572547228251;55.555557
1572547229095;63.82979
1572547230144;58.44156
1572547231010;71.42857
1572547231864;66.666664
1572547232712;72.0
1572547233545;76.59574
1572547234280;75.63025
1572547235096;74.380165
1572547235982;68.181816
1572547236878;66.42066
1572547237760;66.666664
1572547238669;67.41573
1572547239625;63.380283
1572547240476;68.70229
1572547241437;64.98195
1572547242274;71.42857
1572547243009;78.947365
1572547243790;76.59574
1572547244736;72.289154
1572547245504;70.86614
1572547246343;69.23077
1572547247268;64.28571
1572547248223;63.157894
1572547249203;62.068966
1572547250165;62.283737
1572547251103;62.93706
1572547252045;66.666664
1572547252975;64.98195
1572547254681;70.03891
1572547255434;78.26087
1572547256291;72.8745
1572547257024;77.586205
1572547257911;71.14625
1572547258690;72.0
1572547259548;70.588234
1572547261343;69.49807
1572547263688;75.10431
1572547265405;71.14625
1572547266471;54.878048
1572547267475;57.692307
1572547269031;78.77462
1572547269873;74.6888
1572547271184;44.444443
1572547272991;42.45283
1572547274197;43.373493
1572547275669;44.554455
1572547276735;45.68528
1572547277484;70.588234
1572547278897;46.153847
1572547280244;82.004555
1572547280983;80.71749
1572547282435;44.226044
1572547283559;50.9915
1572547284805;47.12042
1572547286657;65.335754
1572547287686;57.507988
1572547288594;71.14625
1572547290470;61.32879
1572547291429;71.42857
1572547292044;83.72093
1572547292815;77.586205
1572547294243;42.553192
1572547295010;79.29515
1572547295788;76.59574
1572547296499;83.72093
1572547297274;76.59574
1572547298227;66.666664
1572547298908;80.71749
1572547299580;89.10891
1572547300510;65.454544
1572547302148;72.8745
1572547302985;85.71429
1572547304090;48.12834
1572547306194;56.782333
1572547307796;41.474655
1572547309257;78.43137
1572547310052;68.70229
1572547311364;46.153847
1572547313268;70.72691
1572547314513;42.25352
1572547316593;42.056076
1572547317652;67.41573
1572547320852;42.857143
1572547326969;77.14286
1572547370859;55.214725
1572547371435;80.71749
1572547372711;104.04624
1572547373211;96.25668
1572547373846;103.44827
1572547377419;101.029
1572547379798;96.77419
1572547380463;90.45226
1572547381273;76.59574
1572547382726;81.818184
1572547387147;86.124405
1572547389066;69.23077
1572547389338;75.94936
1572547389661;68.70229
1572547390416;77.586205
1572547391325;60.60606
1572547393406;60.402683
1572547394919;75.471695
1572547395715;75.63025
1572547396702;65.69343
1572547398411;66.9145
1572547399628;53.412464
1572547400541;60.20067
1572547401807;48.0
1572547402679;68.44106
1572547403586;66.42066
1572547405208;74.380165
1572547406010;75.0
1572547406989;59.60265
1572547407866;71.42857
1572547408624;76.27119
1572547412883;71.033936
1572547413701;71.14625
1572547414733;64.05694
1572547418100;69.83511
1572547419981;64.7482
1572547420757;73.46939
1572547421746;60.402683
1572547425171;52.224373
1572547426102;65.69343
1572547426920;74.6888
1572547427742;70.86614
1572547428746;64.7482
1572547431481;64.90385
1572547433046;37.894737
1572547434024;61.43345
1572547434874;71.14625
1572547435669;72.289154
1572547436771;55.04587
1572547438762;60.402683
1572547441334;48.51752
1572547442819;37.735847
1572547443886;58.252426
1572547444842;60.20067
1572547445957;55.04587
1572547447240;47.36842
1572547448903;72.0
1572547449784;66.9145
1572547450742;62.5
1572547451674;64.98195
1572547452701;60.20067
1572547453985;45.34005
1572547455264;48.0
1572547456970;70.588234
1572547458357;42.056076
1572547459259;66.9145
1572547460045;75.94936
1572547461519;41.09589
1572547462932;44.665012
1572547464246;44.117645
1572547465223;59.800663
1572547466303;64.28571
1572547467037;67.669174
1572547467874;72.58064
1572547468938;56.782333
1572547469862;64.28571
1572547470678;74.6888
1572547471619;63.380283
1572547472618;60.81081
1572547474158;78.43137
1572547475121;61.643837
1572547475930;72.289154
1572547477031;54.878048
1572547478915;63.380283
1572547479967;61.01695
1572547480831;70.3125
1572547481836;55.90062
1572547483680;64.98195
1572547484659;61.22449
1572547485532;70.03891
1572547486361;72.0
1572547487420;58.44156
1572547488732;44.88778
1572547489986;48.51752
1572547491129;51.57593
1572547493743;70.22107
1572547494799;55.04587
1572547495832;57.692307
1572547496831;59.40594
1572547498235;43.583534
1572547499209;64.28571
1572547500171;61.643837
1572547501125;60.0
1572547502038;65.93407
1572547503304;46.753246
1572547504248;69.76744
1572547505011;76.59574
1572547506143;54.380665
1572547507281;48.913044
1572547508390;64.7482
1572547509086;67.92453
1572547510581;40.816326
1572547511855;46.511627
1572547513026;50.847458
1572547513961;66.42066
1572547514954;64.05694
1572547516610;73.46939
1572547517392;70.588234
1572547518420;66.666664
1572547519038;78.60262
1572547519917;70.86614
1572547520789;70.86614
1572547522004;53.254436
1572547523412;76.75906
1572547525125;72.58064
1572547526605;44.444443
1572547528869;77.92208
1572547530170;42.154568
1572547531275;53.892216
1572547532142;70.588234
1572547534556;74.380165
1572547535449;66.42066
1572547536448;72.0
1572547537228;66.9145
1572547538791;75.313805
1572547539662;72.0
1572547540430;83.72093
