motif_frequency,power
2368.000000,3.364355
3918.000000,5.365832
2522.000000,7.729287
2351.000000,9.036536
2407.000000,4.930646
2483.000000,2.610461
3138.000000,5.788745
2744.000000,8.263336
2560.000000,7.277747
2395.000000,3.483911
4050.000000,4.823025
2812.000000,6.432660
2321.000000,3.741209
2051.000000,1.872793
2404.000000,2.623756
2146.000000,4.016520
1886.000000,5.451431
3078.000000,4.823981
2293.000000,2.439622
2269.000000,1.729821
2336.000000,4.038006
2310.000000,6.096413
3621.000000,3.299643
3357.000000,1.917572
2563.000000,4.175782
2708.000000,6.843287
3818.000000,2.517963
2866.000000,3.627955
2682.000000,6.377383
2273.000000,5.683562
2590.000000,1.427276
2591.000000,2.129551
2420.000000,3.160640
2590.000000,3.756019
2710.000000,3.689957
3099.000000,3.088471
2593.000000,1.948773
2305.000000,2.599346
2547.000000,3.301314
2605.000000,3.550677
2789.000000,3.051106
2306.000000,2.237331
2400.000000,2.867669
2541.000000,2.704531
2544.000000,2.934616
2437.000000,2.957970
2473.000000,2.084543
2552.000000,2.203412
2419.000000,2.321386
2694.000000,1.480347
2632.000000,1.401882
2548.000000,1.887748
2726.000000,1.725818
3086.000000,1.700865
3533.000000,2.633614
2695.000000,1.016653
2622.000000,0.640409
2332.000000,0.247554
2981.000000,0.874184
3598.000000,1.640992
2771.000000,0.395588
2670.000000,-0.197384
2687.000000,-0.203263
3715.000000,1.007205
3262.000000,0.903257
3528.000000,0.605748
3679.000000,0.918523
3483.000000,3.341206
3910.000000,3.460267
4218.000000,3.047080
3742.000000,2.708373
3593.000000,3.667712
3665.000000,4.522917
3514.000000,2.770373
3810.000000,6.451952
3836.000000,6.431568
4183.000000,5.624387
3742.000000,5.589732
3682.000000,8.493676
3721.000000,5.035291
3905.000000,8.933000
4270.000000,9.663755
3949.000000,7.906305
3542.000000,5.223479
4091.000000,9.197350
4319.000000,10.608987
3784.000000,10.293042
3864.000000,5.876183
4387.000000,7.567009
3779.000000,9.469106
3809.000000,9.786027
3797.000000,7.170876
3716.000000,4.373986
3602.000000,2.795286
3910.000000,4.971015
4231.000000,6.859994
3947.000000,10.376582
3785.000000,7.640316
3869.000000,4.415327
3716.000000,2.212933
3805.000000,5.536682
3801.000000,8.369142
3898.000000,10.425388
4074.000000,5.411863
3876.000000,1.732504
3617.000000,5.182570
3651.000000,8.410891
3688.000000,7.553220
3925.000000,3.219688
3508.000000,4.098616
3541.000000,5.808322
3528.000000,2.631603
3071.000000,0.336311
3458.000000,0.628882
3296.000000,1.590323
3246.000000,2.827580
3290.000000,2.642901
2773.000000,0.538162
2318.000000,0.043323
3027.000000,1.365101
2803.000000,2.883802
2585.000000,0.889564
2595.000000,0.403466
2555.000000,1.411538
2576.000000,2.956455
2634.000000,1.038333
2600.000000,1.544008
2581.000000,2.695145
3487.000000,3.414595
2358.000000,2.009501
2486.000000,2.051698
2462.000000,1.897460
2388.000000,1.935074
2343.000000,1.686538
2356.000000,1.034144
2456.000000,2.175539
2347.000000,2.133527
2404.000000,2.218706
2396.000000,2.101797
2641.000000,1.660460
2528.000000,2.275582
2551.000000,2.537089
2367.000000,1.972036
2356.000000,1.750134
2415.000000,1.728175
2360.000000,1.346137
2516.000000,1.091510
2251.000000,1.128222
2262.000000,1.074819
2365.000000,0.728638
2430.000000,0.287196
2388.000000,0.183768
2435.000000,0.163334
2121.000000,-0.471255
2293.000000,-0.459933
2357.000000,-0.055633
2341.000000,-0.056241
2263.000000,-0.282510
2367.000000,-0.740407
2414.000000,-0.459978
2404.000000,0.287460
2417.000000,-0.021125
2424.000000,0.178714
2315.000000,2.250215
2439.000000,1.454230
2433.000000,1.141384
2413.000000,0.872933
2413.000000,0.500860
2283.000000,0.775410
2396.000000,3.972625
2439.000000,3.005069
2449.000000,2.323188
2449.000000,1.816058
2451.000000,3.297038
2513.000000,4.016575
2322.000000,6.154470
2449.000000,4.832327
2451.000000,3.569795
2409.000000,4.303711
2272.000000,6.518941
2451.000000,5.613437
2484.000000,5.063490
2664.000000,3.303255
2622.000000,4.202822
2692.000000,5.310515
3173.000000,5.042593
3772.000000,2.891502
2532.000000,1.055077
2227.000000,0.149515
3575.000000,2.799657
3695.000000,4.502330
3972.000000,6.996094
3955.000000,4.605706
3888.000000,2.430635
2918.000000,0.483467
3939.000000,3.999909
3944.000000,7.660468
3987.000000,7.475984
3978.000000,3.939028
3844.000000,1.438519
4010.000000,5.356753
3851.000000,8.351088
3973.000000,5.277836
4004.000000,2.567601
3964.000000,4.209304
3986.000000,5.315588
3925.000000,2.119194
3957.000000,0.051059
3072.000000,0.566617
2350.000000,0.074332
2242.000000,0.539478
3934.000000,1.572056
3968.000000,-0.561307
2848.000000,-0.635285
2206.000000,0.125379
2382.000000,0.868992
2814.000000,-1.032553
2453.000000,-0.019068
2423.000000,1.352867
2865.000000,-0.235206
2477.000000,0.470936
2516.000000,1.382379
2475.000000,0.543794
2797.000000,3.492555
2064.000000,3.849825
2039.000000,3.148286
1692.000000,3.013092
1708.000000,2.875649
1589.000000,1.967853
2534.000000,4.215366
2436.000000,3.546229
2010.000000,3.388382
1914.000000,3.243246
2530.000000,3.630782
2426.000000,3.726624
2427.000000,3.802727
2140.000000,3.213404
1948.000000,2.851899
2515.000000,3.814423
2216.000000,2.436041
2654.000000,3.566557
2385.000000,2.586959
1939.000000,1.996911
1689.000000,1.663630
1527.000000,1.084281
1468.000000,0.589831
3159.000000,1.196440
2014.000000,0.445418
1566.000000,0.010085
1504.000000,-0.165618
1440.000000,-0.197564
2368.000000,0.753119
1546.000000,-0.151456
1478.000000,-0.779021
1533.000000,-0.607904
1578.000000,0.318744
1548.000000,-0.285662
1563.000000,3.851461
1563.000000,1.871274
1554.000000,0.556499
1548.000000,0.056502
1485.000000,-0.051634
1447.000000,0.579662
1572.000000,6.238046
1563.000000,3.787770
1551.000000,2.049473
1563.000000,1.143889
1503.000000,2.996526
1998.000000,6.865657
1572.000000,8.548794
1572.000000,5.363564
1563.000000,3.484934
2020.000000,7.122975
1692.000000,7.810753
1572.000000,6.142568
1456.000000,5.732455
3280.000000,5.190116
1756.000000,5.401294
1539.000000,7.004284
1602.000000,5.752981
1467.000000,3.031601
1532.000000,0.942285
1495.000000,0.648315
4569.000000,4.660821
3314.000000,6.292166
3773.000000,8.264122
2650.000000,5.166955
1553.000000,2.619006
1512.000000,0.317144
4896.000000,6.254566
4435.000000,9.735195
4065.000000,7.940298
2881.000000,4.150006
1530.000000,1.134443
4845.000000,7.700754
4281.000000,9.794813
3791.000000,5.676148
3073.000000,2.685106
5009.000000,6.363340
4742.000000,6.509091
3773.000000,2.329377
1593.000000,-0.147613
1483.000000,-0.386737
1445.000000,0.275164
1541.000000,1.652975
4969.000000,2.875815
3632.000000,-0.343191
1504.000000,-0.908328
1567.000000,0.373859
1588.000000,1.945406
2463.000000,-0.584849
1653.000000,0.722894
1707.000000,2.310468
3153.000000,1.191956
2147.000000,1.527304
1838.000000,2.356788
1529.000000,1.170551
2280.000000,6.013151
2487.000000,8.755175
3134.000000,9.821616
3604.000000,9.829685
3677.000000,9.033626
2926.000000,6.847510
2554.000000,8.042678
2691.000000,9.611089
3134.000000,10.711611
3576.000000,10.515754
2905.000000,8.689825
2744.000000,10.151260
2911.000000,10.118499
3136.000000,10.743609
3048.000000,10.445536
2919.000000,9.154246
2775.000000,9.893466
3147.000000,7.265414
2592.000000,8.499994
2867.000000,9.261797
2681.000000,7.929944
2415.000000,5.984765
2027.000000,5.163758
3056.000000,5.336934
2540.000000,5.832168
2291.000000,4.949061
1985.000000,4.195239
1996.000000,4.388682
2074.000000,4.506844
1998.000000,3.344228
1994.000000,2.688727
2014.000000,3.411950
1990.000000,3.218862
2011.000000,2.883545
1998.000000,5.078883
1998.000000,3.851641
1998.000000,3.951821
1998.000000,4.586655
2007.000000,5.333202
2026.000000,5.854079
2664.000000,5.540253
2004.000000,4.992302
2004.000000,5.221657
2004.000000,6.079688
2325.000000,7.812926
3684.000000,6.083506
3156.000000,6.409910
2816.000000,6.447690
2418.000000,7.215129
3776.000000,6.079636
3868.000000,6.617608
3662.000000,7.612523
3084.000000,8.059233
3866.000000,6.205658
3949.000000,6.791792
3390.000000,7.644236
3097.000000,7.851253
2325.000000,6.864948
1972.000000,5.864712
1813.000000,5.089207
3828.000000,6.263725
4022.000000,6.783918
3472.000000,7.521634
2780.000000,6.623832
1984.000000,5.684414
1994.000000,4.413666
3997.000000,6.182674
3985.000000,6.881459
3602.000000,6.813079
2220.000000,4.997334
1928.000000,3.791632
3990.000000,6.127279
3880.000000,6.315775
3402.000000,4.799787
1984.000000,3.297959
3845.000000,5.479103
3665.000000,5.264539
2369.000000,3.417920
1997.000000,2.348322
2013.000000,3.013344
2665.000000,4.220565
3002.000000,6.190580
3320.000000,4.300287
2026.000000,2.793955
1982.000000,2.556453
2531.000000,4.901680
3199.000000,7.243311
1987.000000,3.664797
2580.000000,6.077950
3057.000000,8.705117
2007.000000,4.376859
2211.000000,7.050132
2782.000000,8.824814
2227.000000,5.775502
3493.000000,4.059004
3583.000000,4.164084
3518.000000,4.801216
3396.000000,5.471309
3035.000000,5.873783
3041.000000,5.094142
3655.000000,5.270919
3627.000000,4.495287
3574.000000,5.198198
3410.000000,5.740982
3661.000000,3.849500
3654.000000,4.643532
3637.000000,5.095784
3545.000000,5.186057
3373.000000,5.381314
3602.000000,4.342382
3535.000000,4.484072
3632.000000,4.241787
3455.000000,4.368717
3441.000000,4.048601
3331.000000,3.573615
2855.000000,3.601960
2852.000000,4.493065
3375.000000,3.125234
3543.000000,2.119020
2827.000000,1.590847
2665.000000,2.531254
2630.000000,3.751458
3464.000000,3.046582
3061.000000,2.373904
2772.000000,2.385354
2723.000000,3.478795
3005.000000,3.582778
2793.000000,3.388052
3105.000000,5.442370
2855.000000,4.504912
2753.000000,4.077101
2706.000000,4.046810
2818.000000,4.483847
2796.000000,5.516234
2981.000000,5.967209
2796.000000,5.113881
2783.000000,4.273433
2461.000000,4.450210
2742.000000,5.484167
3092.000000,4.697410
2890.000000,6.464006
2739.000000,5.292787
2487.000000,4.851273
2870.000000,4.359767
2618.000000,4.620910
2738.000000,4.579709
2692.000000,5.324767
2889.000000,3.745323
2587.000000,3.199649
2775.000000,4.817351
2768.000000,5.187322
2734.000000,4.827675
2762.000000,4.839174
2896.000000,5.049381
2832.000000,3.190759
2832.000000,3.817045
2762.000000,5.595196
2696.000000,4.666904
2476.000000,4.465016
2696.000000,4.193156
2825.000000,3.550744
2650.000000,5.606823
2753.000000,4.970716
2704.000000,3.933318
2629.000000,3.634536
2885.000000,4.273486
2789.000000,4.851712
2819.000000,3.799030
2881.000000,2.946834
2979.000000,3.108568
3021.000000,4.277780
2952.000000,2.744224
2919.000000,2.077165
2757.000000,2.878717
2656.000000,3.703227
2972.000000,5.084456
3174.000000,2.773440
3173.000000,1.873861
3221.000000,1.594396
3355.000000,3.055551
3186.000000,4.860428
3384.000000,1.678119
3483.000000,3.187425
3369.000000,4.800331
3564.000000,3.082530
3542.000000,3.539272
3366.000000,4.314857
2896.000000,5.426349
0.000000,6.969228
0.000000,6.498533
0.000000,6.165896
0.000000,6.110355
0.000000,6.426229
0.000000,5.255283
0.000000,5.770846
0.000000,5.854266
0.000000,6.021861
0.000000,6.655268
0.000000,4.980143
0.000000,5.741953
0.000000,5.880155
0.000000,6.075302
0.000000,6.288709
0.000000,5.125289
0.000000,5.702193
0.000000,8.901057
0.000000,5.924495
0.000000,4.922990
0.000000,4.790342
0.000000,4.356276
0.000000,4.685269
0.000000,8.026487
0.000000,5.835116
0.000000,3.465196
0.000000,3.694810
0.000000,4.380701
0.000000,11.856190
0.000000,7.360850
0.000000,9.614674
0.000000,3.779527
0.000000,13.593985
0.000000,12.516353
0.000000,8.039228
0.000000,6.889355
0.000000,4.872687
0.000000,4.854188
0.000000,4.774684
0.000000,5.598524
0.000000,8.259460
0.000000,6.229077
0.000000,5.006795
0.000000,5.121794
0.000000,5.855053
0.000000,9.180604
0.000000,7.950859
0.000000,6.452094
0.000000,5.491859
0.000000,6.769252
0.000000,6.737799
0.000000,6.296077
0.000000,6.638433
0.000000,5.165220
0.000000,5.384169
0.000000,6.273999
0.000000,6.508804
0.000000,5.748154
0.000000,4.887228
0.000000,4.902847
0.000000,4.932462
0.000000,6.373722
0.000000,7.133574
0.000000,6.327580
0.000000,5.208216
0.000000,4.855596
0.000000,6.462590
0.000000,7.896745
0.000000,7.700004
0.000000,6.052192
0.000000,5.738377
0.000000,8.184183
0.000000,8.696831
0.000000,7.997987
0.000000,7.329216
0.000000,8.368552
0.000000,5.814921
0.000000,8.531406
0.000000,6.298908
0.000000,7.060971
0.000000,8.285638
0.000000,4.934873
0.000000,5.058204
0.000000,11.182568
0.000000,5.234702
0.000000,4.023642
0.000000,5.145440
0.000000,4.971614
0.000000,4.341644
0.000000,5.784166
0.000000,4.332035
0.000000,5.140828
0.000000,7.605256
0.000000,5.104431
3089.000000,5.132220
1757.000000,4.803415
2041.000000,5.776324
1915.000000,6.243251
1615.000000,6.042946
1436.000000,4.505724
3097.000000,5.069100
2590.000000,5.489017
2148.000000,6.195566
1741.000000,6.624309
3153.000000,4.964445
2785.000000,5.665737
2784.000000,5.593261
2012.000000,6.210789
1646.000000,6.207894
3026.000000,4.507861
2181.000000,5.221657
3199.000000,6.102658
2481.000000,4.472340
2218.000000,4.485988
1732.000000,4.613385
1448.000000,3.793578
1239.000000,3.644182
3869.000000,4.020245
2457.000000,3.212113
1522.000000,2.875933
1261.000000,2.830529
1267.000000,3.461826
4058.000000,3.985031
1462.000000,4.400746
1263.000000,3.824870
1265.000000,3.172412
1321.000000,4.893989
1263.000000,3.868146
1221.000000,6.905115
1268.000000,5.039186
1261.000000,3.868786
1263.000000,3.811020
1273.000000,3.992851
1279.000000,4.818050
1255.000000,8.622456
1253.000000,6.007372
1269.000000,4.441711
1332.000000,4.431929
1495.000000,5.780333
2212.000000,9.619741
1241.000000,8.277218
1253.000000,6.180312
1359.000000,5.600268
2442.000000,7.686536
1358.000000,6.835050
1414.000000,6.475262
1591.000000,6.621437
4658.000000,5.409189
3714.000000,6.343621
2724.000000,6.589435
2085.000000,6.704921
1546.000000,5.795321
1250.000000,4.611683
1241.000000,4.654867
4636.000000,5.338832
4409.000000,6.013967
3688.000000,7.306784
2138.000000,6.507780
1556.000000,5.257635
1340.000000,4.100733
4698.000000,5.689639
3503.000000,7.380567
2463.000000,7.735872
1425.000000,6.423675
1229.000000,4.494880
4225.000000,6.718088
3107.000000,7.598025
2103.000000,7.494429
1462.000000,5.133283
3936.000000,5.852172
2750.000000,5.642052
1536.000000,6.149086
1342.000000,4.415131
1268.000000,4.659610
1262.000000,3.800178
1369.000000,4.435170
3082.000000,4.794234
1571.000000,5.055824
1266.000000,3.537539
1126.000000,3.834558
1509.000000,5.000780
1925.000000,2.723343
1599.000000,3.890632
1628.000000,5.242568
4340.000000,3.253905
1745.000000,4.291068
1628.000000,4.799870
1226.000000,4.443600
2266.000000,1.233094
2445.000000,1.626582
2453.000000,1.701156
2465.000000,1.741282
2491.000000,1.523763
2485.000000,0.545273
2352.000000,2.119671
2465.000000,2.061597
2460.000000,2.098960
2413.000000,1.892393
2354.000000,2.194726
2464.000000,2.149762
2278.000000,2.185745
2307.000000,1.900814
2160.000000,1.463143
2408.000000,2.230459
2628.000000,1.300596
2699.000000,1.631529
2658.000000,0.886566
2658.000000,0.569321
2500.000000,0.062561
2263.000000,-0.444561
2546.000000,-0.491468
2658.000000,-0.050542
2800.000000,-0.902733
3109.000000,-1.766063
3531.000000,-1.907049
1589.000000,-1.207583
3214.000000,-1.154309
3275.000000,-2.220010
3661.000000,-2.853468
3713.000000,-1.935007
3703.000000,-1.701615
3669.000000,-2.059882
3674.000000,1.978972
3546.000000,0.580315
3587.000000,-0.205413
2775.000000,-0.203984
2717.000000,-0.135159
2612.000000,0.121855
3540.000000,4.591081
3728.000000,2.833471
2964.000000,1.535898
2869.000000,1.393626
2794.000000,3.165158
3788.000000,2.625439
3543.000000,6.760722
3796.000000,4.370979
2757.000000,3.350980
3742.000000,4.757206
3789.000000,6.421025
3016.000000,5.086479
2798.000000,4.974690
3797.000000,3.269369
3002.000000,3.739691
2736.000000,5.529407
2634.000000,5.041339
2698.000000,2.946772
2732.000000,0.971604
2585.000000,-0.142202
3789.000000,2.569122
2972.000000,3.991927
2669.000000,6.605069
2752.000000,4.485616
2609.000000,2.321159
2728.000000,0.080291
3823.000000,4.031779
3351.000000,7.432351
2902.000000,6.266914
2784.000000,3.022527
2729.000000,0.749525
3686.000000,5.735735
3639.000000,7.271100
3024.000000,4.123253
2799.000000,1.028719
3718.000000,3.361050
3453.000000,3.146897
2797.000000,0.238399
2725.000000,-1.467598
2734.000000,-0.807592
2706.000000,-0.560377
2627.000000,0.326965
3097.000000,0.944755
2426.000000,-1.942658
2450.000000,-1.996912
2568.000000,-0.686582
2407.000000,0.699506
2000.000000,-1.661686
2464.000000,-0.402152
2443.000000,1.171088
2290.000000,-0.322447
2462.000000,0.337722
2459.000000,1.169734
2652.000000,0.122417
3948.000000,-3.390386
2805.000000,-3.990547
2171.000000,-3.766845
2167.000000,-3.444302
1965.000000,-3.547323
1503.000000,-4.550536
3254.000000,-3.196670
2494.000000,-3.451510
2158.000000,-3.204784
1943.000000,-3.311779
1855.000000,-4.248996
2760.000000,-3.106813
2282.000000,-3.152819
2200.000000,-3.542369
1884.000000,-4.111880
2382.000000,-3.871391
2270.000000,-4.208110
2366.000000,-3.800029
2194.000000,-5.538569
2010.000000,-5.551231
1705.000000,-5.228286
1470.000000,-5.497017
1607.000000,-4.869320
2596.000000,-5.968260
2119.000000,-6.902903
1809.000000,-7.083433
1603.000000,-5.840995
1604.000000,-5.640062
2282.000000,-6.954362
1604.000000,-7.127558
1606.000000,-6.522289
1790.000000,-4.847838
1607.000000,-7.234190
1499.000000,-1.196617
1628.000000,-4.600647
1625.000000,-5.540424
1644.000000,-5.772524
1605.000000,-5.871103
1605.000000,-5.474959
1605.000000,-5.363180
3966.000000,-2.567004
1511.000000,-2.598795
1713.000000,-3.668537
1647.000000,-4.243373
1644.000000,-4.593633
1700.000000,-3.421669
2721.000000,-1.332441
2173.000000,-1.223017
3584.000000,-2.305262
1876.000000,-2.854939
4117.000000,-0.683257
4417.000000,-0.983646
4119.000000,-1.790523
1798.000000,-1.242634
4366.000000,-0.915120
4062.000000,-0.489470
2676.000000,0.698676
2097.000000,-1.575633
1904.000000,-4.354908
1586.000000,-6.003789
1491.000000,-6.104132
4232.000000,-1.086675
2707.000000,0.672917
2097.000000,-0.123174
2101.000000,-3.474901
1757.000000,-5.686470
1675.000000,-6.772089
3789.000000,-1.510916
2365.000000,-0.464663
2010.000000,-1.883746
1965.000000,-5.530291
1845.000000,-7.249502
3687.000000,-2.597297
2440.000000,-2.367436
2327.000000,-4.672294
1953.000000,-6.799622
2870.000000,-4.168098
2971.000000,-7.234044
1918.000000,-8.323882
1782.000000,-7.929279
1626.000000,-6.354665
1500.000000,-4.844671
3660.000000,-6.654036
4313.000000,-8.668490
2184.000000,-8.171706
1786.000000,-6.499653
1773.000000,-4.782807
4221.000000,-7.637106
3897.000000,-7.162898
3614.000000,-6.044986
2335.000000,-4.040841
4057.000000,-2.309691
2866.000000,-4.401626
1501.000000,-5.387082
0.000000,-2.670398
0.000000,-3.606842
0.000000,-3.900530
0.000000,-3.901130
0.000000,-3.883560
0.000000,-4.874290
0.000000,-2.785498
0.000000,-3.336113
0.000000,-3.419022
0.000000,-3.591984
0.000000,-4.325335
0.000000,-2.340208
0.000000,-3.217073
0.000000,-3.737708
0.000000,-4.172456
0.000000,-3.817164
0.000000,-4.196078
0.000000,-0.364500
0.000000,-5.181373
0.000000,-5.392399
0.000000,-5.626283
0.000000,-5.504963
0.000000,-5.571727
0.000000,-5.435704
0.000000,-6.677587
0.000000,-6.950694
0.000000,-6.153154
0.000000,-6.141798
0.000000,-6.407578
0.000000,-7.097554
0.000000,-6.741934
0.000000,-5.472588
0.000000,-7.310655
0.000000,-6.647197
0.000000,-4.373350
0.000000,-5.572492
0.000000,-6.144520
0.000000,-6.023145
0.000000,-5.730835
0.000000,-5.825828
0.000000,-2.402726
0.000000,-2.333329
0.000000,-3.956759
0.000000,-4.542040
0.000000,-4.684688
0.000000,-3.860432
0.000000,-1.259232
0.000000,-0.770192
0.000000,-2.323851
0.000000,-3.031440
0.000000,-0.847694
0.000000,-0.963808
0.000000,-1.849758
0.000000,-1.592636
0.000000,-1.025795
0.000000,-0.678665
0.000000,0.537869
0.000000,-2.204946
0.000000,-4.660695
0.000000,-6.376570
0.000000,-6.644007
0.000000,-1.421623
0.000000,0.594310
0.000000,-0.381315
0.000000,-3.819040
0.000000,-5.993988
0.000000,-7.289595
0.000000,-1.383435
0.000000,-0.511739
0.000000,-2.366236
0.000000,-5.704371
0.000000,-7.672981
0.000000,-2.525356
0.000000,-2.208655
0.000000,-4.679959
0.000000,-6.842986
0.000000,-4.164078
0.000000,-6.834716
0.000000,-8.331278
0.000000,-7.541581
0.000000,-5.941215
0.000000,-5.409913
0.000000,-5.073133
0.000000,-7.981147
0.000000,-7.741400
0.000000,-6.001816
0.000000,-4.842248
0.000000,-6.856769
0.000000,-6.342879
0.000000,-5.812398
0.000000,-3.739162
0.000000,-3.743210
0.000000,-1.054540
0.000000,-6.126074
3691.000000,1.898878
2286.000000,3.587093
1888.000000,3.630531
1789.000000,3.248197
1634.000000,2.335742
1279.000000,0.487571
3366.000000,3.500396
2719.000000,3.713296
2547.000000,3.665027
2443.000000,3.232396
1553.000000,1.239459
3352.000000,3.875516
2803.000000,3.762640
2372.000000,3.601152
2029.000000,2.242128
2416.000000,2.928029
2102.000000,2.904605
2808.000000,2.099251
2128.000000,1.304855
1568.000000,0.481618
1382.000000,0.154561
1285.000000,-0.355039
1298.000000,-0.182082
2975.000000,0.983324
1545.000000,-0.413947
1134.000000,-1.047588
1287.000000,-0.746255
1285.000000,-0.588358
2613.000000,-0.672985
1397.000000,-1.150752
1391.000000,-0.794733
2044.000000,-0.596348
1587.000000,-1.065341
1522.000000,-0.862971
1886.000000,0.438823
1796.000000,-0.149125
1474.000000,-0.360556
1337.000000,-0.430941
1286.000000,-0.244134
1291.000000,-0.520365
3318.000000,1.693943
2277.000000,1.410730
1663.000000,0.591697
1515.000000,0.089004
1336.000000,0.064426
1332.000000,0.073626
3304.000000,1.898830
2493.000000,1.391745
1945.000000,0.845646
1513.000000,0.603291
3731.000000,1.896403
3128.000000,0.893038
2130.000000,0.769980
1601.000000,0.791352
4017.000000,1.907048
3471.000000,0.771580
2364.000000,1.237622
1335.000000,0.024619
1285.000000,-0.486172
1292.000000,-0.557836
1298.000000,-0.688542
4283.000000,1.639408
3389.000000,0.943030
1899.000000,0.108087
1253.000000,-0.964977
1294.000000,-1.130069
1306.000000,-0.958493
4486.000000,1.297419
3288.000000,0.619157
1457.000000,-0.908827
1294.000000,-1.529947
1319.000000,-1.527330
4452.000000,1.085346
3231.000000,-0.122728
1203.000000,-1.474162
1363.000000,-1.732267
2720.000000,-0.661728
1778.000000,-1.565131
1566.000000,-1.617528
1300.000000,-0.985212
1292.000000,-0.374392
1277.000000,0.268031
3721.000000,-1.254441
2932.000000,-1.391199
1778.000000,-0.718021
1360.000000,0.734880
1300.000000,1.349728
4176.000000,-0.728705
2790.000000,0.002149
1855.000000,1.705808
1475.000000,3.288706
4359.000000,0.677281
1887.000000,3.511014
1310.000000,-0.261285
3045.000000,0.823045
2022.000000,6.197741
2153.000000,0.630557
2023.000000,0.878413
2227.000000,0.965856
2428.000000,0.882698
2978.000000,3.191870
2336.000000,0.552366
2529.000000,0.598617
1985.000000,0.729230
2810.000000,0.795662
2932.000000,0.291647
2876.000000,-0.201468
2561.000000,2.555041
2794.000000,1.710073
3184.000000,5.058635
2802.000000,0.647878
3737.000000,6.902225
3304.000000,2.878749
3036.000000,0.617758
2780.000000,-0.624302
2499.000000,1.628299
2301.000000,0.825547
3856.000000,9.862196
2755.000000,-3.625960
2545.000000,0.912894
2389.000000,-2.266972
2155.000000,-0.265886
3624.000000,2.700073
2080.000000,2.132434
2216.000000,1.348089
3499.000000,5.977723
2719.000000,-2.364309
2148.000000,-0.628839
3223.000000,-1.506394
2736.000000,0.184466
2017.000000,-0.272480
1874.000000,-0.483655
1906.000000,0.758197
1992.000000,-0.918233
4180.000000,4.173450
2962.000000,1.664358
2169.000000,-0.708123
1885.000000,2.822002
1688.000000,2.595856
1886.000000,1.248863
4057.000000,-0.680175
3375.000000,-0.310356
2147.000000,-1.241677
1955.000000,0.747689
4343.000000,0.751018
3346.000000,-1.638156
2256.000000,-0.481213
1961.000000,0.799056
4065.000000,2.029110
3341.000000,0.007450
2129.000000,0.289433
2040.000000,0.543222
1862.000000,1.656469
1932.000000,-2.254726
2012.000000,-1.499646
3780.000000,-0.393707
3470.000000,-1.370915
2481.000000,-0.378025
2183.000000,-2.402034
2027.000000,1.766315
1982.000000,0.734630
4015.000000,-1.687683
3363.000000,-1.312669
2251.000000,-0.232657
2003.000000,-1.810566
1879.000000,-0.495680
3917.000000,8.335478
2619.000000,-1.536137
2056.000000,-2.469744
1966.000000,2.699364
2546.000000,6.007287
2003.000000,-2.938804
1895.000000,0.985702
1926.000000,0.264980
1948.000000,-0.424147
2170.000000,0.877391
1985.000000,0.176326
1830.000000,-2.368559
2005.000000,0.867889
2117.000000,-2.629291
2238.000000,2.242333
1996.000000,-2.373130
1902.000000,-2.323656
1980.000000,3.484138
1900.000000,0.496733
1949.000000,1.034879
2026.000000,5.053630
2177.000000,-0.401952
2624.000000,2.101080
2666.000000,-3.817975
2673.000000,-6.786394
2675.000000,-6.684376
2634.000000,-6.596385
2063.000000,-4.465670
2805.000000,7.461252
2705.000000,-0.944973
2735.000000,-6.063115
2686.000000,-6.524477
2637.000000,-5.918892
2783.000000,8.489678
2591.000000,-4.331384
2661.000000,-6.896012
2792.000000,-8.190908
2600.000000,1.479726
2724.000000,-7.994303
2954.000000,3.773500
2879.000000,-7.452376
2831.000000,-8.993813
2795.000000,-8.566854
2775.000000,-6.984172
2703.000000,-5.700539
2955.000000,-6.097223
2911.000000,-9.074756
2806.000000,-9.607113
2784.000000,-8.562588
2607.000000,-7.148450
3040.000000,-9.064457
2934.000000,-9.846071
3071.000000,-9.018889
3238.000000,-9.543067
3172.000000,-9.979465
3204.000000,-9.610543
3254.000000,-8.357128
3216.000000,-8.743351
3206.000000,-8.931090
2903.000000,-7.659859
2557.000000,-6.842663
2562.000000,-6.861121
3284.000000,-5.667481
3274.000000,-6.935375
3367.000000,-7.668837
3353.000000,-7.975547
2461.000000,-7.322012
3118.000000,-7.744699
3482.000000,-4.310378
3291.000000,-5.786519
3410.000000,-7.153628
3282.000000,-7.443482
3511.000000,-3.897081
3716.000000,-5.167759
3294.000000,-7.004019
2976.000000,-7.403479
3631.000000,-2.501383
3484.000000,-5.015419
3365.000000,-6.343208
3133.000000,-8.073899
3027.000000,-9.085388
2390.000000,-8.909239
2168.000000,-5.281739
3688.000000,-2.543752
3356.000000,-5.462949
3352.000000,-7.850850
3149.000000,-9.938104
2921.000000,-10.768646
2445.000000,-9.685239
3626.000000,-3.514474
3580.000000,-6.706802
3224.000000,-9.301433
3215.000000,-11.180767
2980.000000,-11.568107
3561.000000,-3.993192
3529.000000,-7.658753
3356.000000,-10.616627
3190.000000,-11.568902
3390.000000,-6.751030
3256.000000,-11.108615
2965.000000,-11.208077
2722.000000,-10.598757
2677.000000,-7.873203
2588.000000,-6.896164
3271.000000,-9.642824
3162.000000,-9.711070
2819.000000,-10.118984
2636.000000,-8.971234
2721.000000,-7.579185
3101.000000,-7.812772
3040.000000,-8.572945
