TEMP.time;TEMP.data
1573142085690;24.838501
1573142085756;24.860092
1573142085823;24.838501
1573142085890;24.860092
1573142085956;24.838501
1573142086023;24.860092
1573142086090;24.860092
1573142086156;24.881685
1573142086223;24.860092
1573142086290;24.860092
1573142086356;24.860092
1573142086423;24.860092
1573142086490;24.860092
1573142086556;24.860092
1573142086623;24.881685
1573142086690;24.860092
1573142086756;24.860092
1573142086823;24.860092
1573142086890;24.860092
1573142086956;24.860092
1573142087023;24.860092
1573142087090;24.838501
1573142087156;24.860092
1573142087223;24.860092
1573142087290;24.838501
1573142087356;24.860092
1573142087423;24.860092
1573142087490;24.838501
1573142087556;24.860092
1573142087623;24.860092
1573142087690;24.838501
1573142087756;24.838501
1573142087823;24.838501
1573142087890;24.860092
1573142087956;24.838501
1573142088023;24.860092
1573142088090;24.860092
1573142088156;24.860092
1573142088223;24.860092
1573142088290;24.860092
1573142088356;24.860092
1573142088423;24.860092
1573142088490;24.838501
1573142088556;24.860092
1573142088623;24.860092
1573142088690;24.860092
1573142088756;24.860092
1573142088823;24.860092
1573142088890;24.860092
1573142088956;24.860092
1573142089023;24.860092
1573142089090;24.838501
1573142089156;24.838501
1573142089223;24.860092
1573142089290;24.838501
1573142089356;24.860092
1573142089423;24.838501
1573142089490;24.838501
1573142089556;24.838501
1573142089623;24.838501
1573142089690;24.838501
1573142089756;24.860092
1573142089823;24.860092
1573142089890;24.838501
1573142089956;24.860092
1573142090023;24.860092
1573142090090;24.838501
1573142090156;24.860092
1573142090223;24.860092
1573142090290;24.860092
1573142090356;24.860092
1573142090423;24.860092
1573142090490;24.860092
1573142090556;24.860092
1573142090623;24.860092
1573142090690;24.860092
1573142090756;24.860092
1573142090823;24.860092
1573142090890;24.860092
1573142090956;24.860092
1573142091023;24.860092
1573142091090;24.838501
1573142091156;24.860092
1573142091223;24.860092
1573142091290;24.860092
1573142091356;24.860092
1573142091423;24.860092
1573142091490;24.838501
1573142091556;24.860092
1573142091623;24.860092
1573142091690;24.838501
1573142091756;24.838501
1573142091823;24.860092
1573142091890;24.860092
1573142091956;24.860092
1573142092023;24.860092
1573142092090;24.860092
1573142092156;24.860092
1573142092223;24.860092
1573142092290;24.860092
1573142092356;24.881685
1573142092423;24.860092
1573142092490;24.881685
1573142092556;24.860092
1573142092623;24.860092
1573142092690;24.860092
1573142092756;24.860092
1573142092823;24.860092
1573142092890;24.860092
1573142092956;24.860092
1573142093023;24.860092
1573142093090;24.838501
1573142093156;24.860092
1573142093223;24.860092
1573142093290;24.838501
1573142093356;24.860092
1573142093423;24.860092
1573142093490;24.838501
1573142093556;24.838501
1573142093623;24.860092
1573142093690;24.860092
1573142093756;24.860092
1573142093823;24.860092
1573142093890;24.838501
1573142093956;24.860092
1573142094023;24.860092
1573142094090;24.860092
1573142094156;24.860092
1573142094223;24.860092
1573142094290;24.881685
1573142094356;24.860092
1573142094423;24.860092
1573142094490;24.860092
1573142094556;24.881685
1573142094623;24.860092
1573142094690;24.860092
1573142094756;24.860092
1573142094823;24.860092
1573142094890;24.860092
1573142094956;24.860092
1573142095023;24.881685
1573142095090;24.838501
1573142095156;24.860092
1573142095223;24.860092
1573142095290;24.838501
1573142095356;24.860092
1573142095423;24.860092
1573142095490;24.860092
1573142095556;24.838501
1573142095623;24.860092
1573142095690;24.838501
1573142095756;24.860092
1573142095823;24.860092
1573142095890;24.860092
1573142095956;24.860092
1573142096023;24.860092
1573142096090;24.860092
1573142096156;24.860092
1573142096223;24.860092
1573142096290;24.860092
1573142096356;24.860092
1573142096423;24.881685
1573142096490;24.860092
1573142096556;24.860092
1573142096623;24.881685
1573142096690;24.860092
1573142096756;24.860092
1573142096823;24.860092
1573142096890;24.881685
1573142096956;24.860092
1573142097023;24.860092
1573142097090;24.838501
1573142097156;24.860092
1573142097223;24.881685
1573142097290;24.860092
1573142097356;24.838501
1573142097423;24.860092
1573142097490;24.838501
1573142097556;24.838501
1573142097623;24.881685
1573142097690;24.860092
1573142097756;24.860092
1573142097823;24.860092
1573142097890;24.838501
1573142097956;24.860092
1573142098023;24.838501
1573142098090;24.860092
1573142098156;24.860092
1573142098223;24.881685
1573142098290;24.838501
1573142098356;24.860092
1573142098423;24.860092
1573142098490;24.881685
1573142098556;24.860092
1573142098623;24.860092
1573142098690;24.838501
1573142098756;24.860092
1573142098823;24.860092
1573142098890;24.860092
1573142098956;24.860092
1573142099023;24.860092
1573142099090;24.838501
1573142099156;24.860092
1573142099223;24.838501
1573142099290;24.838501
1573142099356;24.838501
1573142099423;24.838501
1573142099490;24.860092
1573142099556;24.838501
1573142099623;24.838501
1573142099690;24.860092
1573142099756;24.838501
1573142099823;24.860092
1573142099890;24.838501
1573142099956;24.860092
1573142100023;24.860092
1573142100090;24.860092
1573142100156;24.860092
1573142100223;24.860092
1573142100290;24.860092
1573142100356;24.860092
1573142100423;24.860092
1573142100490;24.860092
1573142100556;24.860092
1573142100623;24.860092
1573142100690;24.838501
1573142100756;24.860092
1573142100823;24.860092
1573142100890;24.860092
1573142100956;24.860092
1573142101023;24.860092
1573142101090;24.860092
1573142101156;24.860092
1573142101223;24.860092
1573142101290;24.838501
1573142101356;24.838501
1573142101423;24.838501
1573142101490;24.838501
1573142101556;24.838501
1573142101623;24.838501
1573142101690;24.838501
1573142101756;24.881685
1573142101823;24.838501
1573142101890;24.838501
1573142101956;24.860092
1573142102023;24.860092
1573142102090;24.860092
1573142102156;24.860092
1573142102223;24.860092
1573142102290;24.838501
1573142102356;24.860092
1573142102423;24.860092
1573142102490;24.838501
1573142102556;24.860092
1573142102623;24.860092
1573142102690;24.860092
1573142102756;24.881685
1573142102823;24.860092
1573142102890;24.838501
1573142102956;24.881685
1573142103023;24.860092
1573142103090;24.838501
1573142103156;24.860092
1573142103223;24.838501
1573142103290;24.838501
1573142103356;24.838501
1573142103423;24.838501
1573142103490;24.838501
1573142103556;24.838501
1573142103623;24.838501
1573142103690;24.838501
1573142103756;24.860092
1573142103823;24.860092
1573142103890;24.838501
1573142103956;24.838501
1573142104023;24.838501
1573142104090;24.838501
1573142104156;24.860092
1573142104223;24.860092
1573142104290;24.838501
1573142104356;24.838501
1573142104423;24.860092
1573142104490;24.838501
1573142104556;24.860092
1573142104623;24.860092
1573142104690;24.838501
1573142104756;24.860092
1573142104823;24.838501
1573142104890;24.838501
1573142104956;24.860092
1573142105023;24.860092
1573142105090;24.838501
1573142105156;24.838501
1573142105223;24.860092
1573142105290;24.838501
1573142105356;24.838501
1573142105423;24.838501
1573142105490;24.838501
1573142105556;24.838501
1573142105623;24.838501
1573142105690;24.838501
1573142105756;24.838501
1573142105823;24.838501
1573142105890;24.838501
1573142105956;24.838501
1573142106023;24.838501
1573142106090;24.860092
1573142106156;24.838501
1573142106223;24.860092
1573142106290;24.838501
1573142106356;24.860092
1573142106423;24.860092
1573142106490;24.860092
1573142106556;24.860092
1573142106623;24.860092
1573142106690;24.860092
1573142106756;24.860092
1573142106823;24.860092
1573142106890;24.838501
1573142106956;24.838501
1573142107023;24.860092
1573142107090;24.838501
1573142107156;24.838501
1573142107223;24.838501
1573142107290;24.838501
1573142107356;24.838501
1573142107423;24.838501
1573142107490;24.838501
1573142107556;24.838501
1573142107623;24.838501
1573142107690;24.838501
1573142107756;24.838501
1573142107823;24.860092
1573142107890;24.838501
1573142107956;24.860092
1573142108023;24.838501
1573142108090;24.838501
1573142108156;24.860092
1573142108223;24.860092
1573142108290;24.838501
1573142108356;24.860092
1573142108423;24.860092
1573142108490;24.838501
1573142108556;24.860092
1573142108623;24.860092
1573142108690;24.860092
1573142108756;24.860092
1573142108823;24.860092
1573142108890;24.838501
1573142108956;24.860092
1573142109023;24.838501
1573142109090;24.860092
1573142109156;24.838501
1573142109223;24.838501
1573142109290;24.860092
1573142109356;24.860092
1573142109423;24.838501
1573142109490;24.816914
1573142109556;24.860092
1573142109623;24.860092
1573142109690;24.816914
1573142109756;24.838501
1573142109823;24.838501
1573142109890;24.838501
1573142109956;24.838501
1573142110023;24.838501
1573142110090;24.838501
1573142110156;24.860092
1573142110223;24.860092
1573142110290;24.860092
1573142110356;24.860092
1573142110423;24.838501
1573142110490;24.838501
1573142110556;24.860092
1573142110623;24.860092
1573142110690;24.838501
1573142110756;24.860092
1573142110823;24.838501
1573142110890;24.838501
1573142110956;24.860092
1573142111023;24.860092
1573142111090;24.838501
1573142111156;24.838501
1573142111223;24.838501
1573142111290;24.860092
1573142111356;24.838501
1573142111423;24.816914
1573142111490;24.838501
1573142111556;24.860092
1573142111623;24.816914
1573142111690;24.838501
1573142111756;24.838501
1573142111823;24.838501
1573142111890;24.838501
1573142111956;24.838501
1573142112023;24.838501
1573142112090;24.838501
1573142112156;24.860092
1573142112223;24.838501
1573142112290;24.838501
1573142112356;24.838501
1573142112423;24.860092
1573142112490;24.838501
1573142112556;24.838501
1573142112623;24.838501
1573142112690;24.838501
1573142112756;24.838501
1573142112823;24.860092
1573142112890;24.860092
1573142112956;24.881685
1573142113023;24.838501
1573142113090;24.838501
1573142113156;24.838501
1573142113223;24.838501
1573142113290;24.838501
1573142113356;24.860092
1573142113423;24.838501
1573142113490;24.838501
1573142113556;24.838501
1573142113623;24.838501
1573142113690;24.838501
1573142113756;24.860092
1573142113823;24.838501
1573142113890;24.838501
1573142113956;24.838501
1573142114023;24.838501
1573142114090;24.860092
1573142114156;24.838501
1573142114223;24.860092
1573142114290;24.860092
1573142114356;24.881685
1573142114423;24.838501
1573142114490;24.838501
1573142114556;24.860092
1573142114623;24.860092
1573142114690;24.838501
1573142114756;24.860092
1573142114823;24.860092
1573142114890;24.860092
1573142114956;24.860092
1573142115023;24.860092
1573142115090;24.838501
1573142115156;24.838501
1573142115223;24.838501
1573142115290;24.838501
1573142115356;24.838501
1573142115423;24.838501
1573142115490;24.838501
1573142115556;24.838501
1573142115623;24.838501
1573142115690;24.860092
1573142115756;24.838501
1573142115823;24.838501
1573142115890;24.838501
1573142115956;24.860092
1573142116023;24.860092
1573142116090;24.860092
1573142116156;24.860092
1573142116223;24.860092
1573142116290;24.838501
1573142116356;24.860092
1573142116423;24.860092
1573142116490;24.838501
1573142116556;24.838501
1573142116623;24.838501
1573142116690;24.838501
1573142116756;24.860092
1573142116823;24.838501
1573142116890;24.838501
1573142116956;24.860092
1573142117023;24.838501
1573142117090;24.838501
1573142117156;24.838501
1573142117223;24.838501
1573142117290;24.838501
1573142117356;24.860092
1573142117423;24.838501
1573142117490;24.838501
1573142117556;24.838501
1573142117623;24.838501
1573142117690;24.838501
1573142117756;24.838501
1573142117823;24.838501
1573142117890;24.838501
1573142117956;24.860092
1573142118023;24.860092
1573142118090;24.838501
1573142118156;24.860092
1573142118223;24.860092
1573142118290;24.838501
1573142118356;24.860092
1573142118423;24.860092
1573142118490;24.860092
1573142118556;24.860092
1573142118623;24.860092
1573142118690;24.860092
1573142118756;24.860092
1573142118823;24.860092
1573142118890;24.860092
1573142118956;24.860092
1573142119023;24.860092
1573142119090;24.838501
1573142119156;24.838501
1573142119223;24.838501
1573142119290;24.838501
1573142119356;24.838501
1573142119423;24.838501
1573142119490;24.838501
1573142119556;24.838501
1573142119623;24.838501
1573142119690;24.838501
