edr.peak_time;edr.peak_dat;edr.rise_time;edr.max_deriv;edr.amplitude;edr.max_deriv2
1573142342958;0.541379;1734;0.00460145;0.00444263;0.000344876
1573142352891;0.541354;3733;0.00470172;0.0118937;0.00432619
1573142358358;0.532682;600;0.000666565;0.000173986;0.00201076
1573142362358;0.546229;2800;0.00875879;0.0148576;0.00675679
1573142365358;0.553539;3000;0.00463345;0.00731015;0.00129602
1573142367091;0.556082;1733;0.00253247;0.00254309;0.000657755
1573142367824;0.556139;266;0.000379629;-1.80602e-05;5.82569e-05
1573142368491;0.557575;667;0.00124719;0.00143605;5.82569e-05
1573142372424;0.538820;2466;0.00724515;0.0125775;0.0335221
1573142372491;0.538738;67;0.000416354;-8.23736e-05;0.00235138
1573142374291;0.558518;1533;0.0196280;0.0197739;0.0139823
1573142376491;0.517280;867;0.0198029;0.0126594;0.0621378
1573142376891;0.515673;67;0.00376306;-0.000790715;0.00262390
1573142377291;0.516533;400;0.00376306;0.000859737;0.00262390
1573142378224;0.516656;400;0.000615898;-0.000363767;-0.00310824
1573142380758;0.512703;1334;0.00270058;0.00238162;0.00974059
1573142383158;0.512901;1200;0.00402391;0.00285357;0.00649704
1573142388491;0.509128;1000;0.000760916;0.000393987;0.000863245
1573142392091;0.509331;1933;0.00135826;0.00115812;0.00171852
1573142394558;0.509153;1134;0.000278656;0.000329792;0.000837199
1573142397758;0.508151;1667;0.000668169;0.000778019;0.00222479
1573142400358;0.510927;2267;0.00200647;0.00274140;0.00143913
1573142401491;0.512305;1133;0.00177098;0.00137794;0.000194645
1573142403024;0.513235;933;0.00182905;0.000843585;0.000969255
1573142405958;0.507994;1067;0.000436483;0.000940800;0.00464959
1573142408558;0.515113;2600;0.00572108;0.00711888;0.00274035
1573142408824;0.515168;0;0.000193870;0.00000;0.000166015
1573142410224;0.516832;1400;0.00192535;0.00166315;0.000729839
1573142411958;0.516451;734;0.00217651;0.000471532;0.00194244
1573142415091;0.518605;2067;0.00252536;0.00399810;0.00428223
1573142417091;0.523359;2000;0.00301695;0.00475377;0.00132570
1573142421024;0.515739;1466;0.00269922;0.00272298;0.00587262
1573142422491;0.516185;1000;0.000626539;0.000480652;0.000248463
1573142425358;0.515185;1534;0.00277053;0.00283861;0.00600406
1573142426891;0.518601;1533;0.00364562;0.00341535;7.94092e-05
1573142430358;0.564916;2534;0.0328741;0.0557052;0.0276998
1573142432424;0.522870;600;0.00782685;0.00253189;0.0442558
1573142434158;0.520584;667;0.0232209;0.00525475;0.0190025
1573142435958;0.520290;867;0.0369828;0.0146785;0.0355041
1573142439558;0.502663;2134;0.00894558;0.0102564;0.0228613
1573142441758;0.509468;1400;0.0100268;0.00851375;0.0100834
1573142446624;0.500090;1000;0.00350004;0.00196654;0.00641312
1573142447024;0.500677;333;0.000225299;0.000341356;-0.00585726
1573142449558;0.493936;1067;0.0132631;0.00846052;0.0259285
1573142452091;0.498075;1533;0.00825887;0.00877601;0.0125471
1573142453224;0.502876;1133;0.00648766;0.00480017;0.000455587
1573142454558;0.506406;867;0.00744058;0.00279987;0.00329410
1573142458424;0.512494;2666;0.00803013;0.0117971;0.0104322
1573142460291;0.515848;1467;0.00569394;0.00334185;0.00364063
1573142463158;0.514885;1667;0.00531244;0.00481254;0.0103170
1573142464824;0.523292;1333;0.0113753;0.00795329;0.00660611
1573142467091;0.530331;1400;0.0131298;0.0103911;0.0146192
1573142470358;0.533355;1934;0.00340942;0.00566894;0.00521290
1573142472024;0.532663;733;0.000459608;0.000197291;0.000730637
1573142474824;0.528009;1133;0.00245149;0.00174206;0.00725248
1573142483024;0.515003;466;0.000850658;9.83477e-06;0.00102528
1573142484424;0.513715;400;0.000189634;-0.000372291;-0.000456947
1573142486358;0.511698;734;0.00124804;0.000899851;0.00439925
1573142490024;0.518576;3066;0.00400030;0.00705880;0.00276521
1573142491691;0.517056;267;2.59486e-05;-0.000112414;-0.00157146
1573142494758;0.513075;1467;0.00389265;0.00326985;0.00857822
1573142495158;0.513496;67;0.000539132;2.89083e-05;0.000307406
1573142496158;0.514797;1000;0.00252682;0.00130129;0.000654130
1573142498558;0.523075;1267;0.0113108;0.00883430;0.00725559
1573142501291;0.495932;1133;0.0511581;0.0298691;0.0786778
1573142503224;0.535595;1200;0.0648905;0.0455840;0.0584252
1573142505558;0.526759;1067;0.0662023;0.0412975;0.101192
1573142505958;0.528173;0;0.00118112;0.00000;0.0117755
1573142507158;0.551163;1200;0.0369860;0.0229903;0.0233887
1573142508691;0.543750;667;0.0318745;0.00554585;0.0333685
1573142510624;0.560475;1000;0.0717838;0.0397905;0.0840447
1573142512758;0.515849;800;0.0846251;0.0305350;0.115450
1573142514424;0.487827;733;0.115780;0.0213756;0.133091
1573142516091;0.503203;867;0.0723758;0.0381397;0.104380
1573142518958;0.550581;1200;0.161213;0.108549;0.177979
1573142523224;0.528018;1533;0.205302;0.186365;0.236060
1573142524091;0.526435;667;0.0118904;0.00254762;-0.0307197
1573142527024;0.536788;1333;0.102883;0.0866992;0.147673
1573142527891;0.542531;733;0.0145316;0.00703722;-0.0270541
1573142533758;0.541562;2200;0.183087;0.193209;0.160262
1573142535891;0.553462;1267;0.0269304;0.0195996;0.0310812
1573142537758;0.548231;867;0.0484659;0.0169508;0.0532801
1573142539824;0.558033;1200;0.0383069;0.0243822;0.0473742
1573142541424;0.559717;866;0.00476921;0.00295663;0.00262052
1573142544824;0.561621;2133;0.0222328;0.0290703;0.0493068
1573142545624;0.559999;200;0.000689728;-0.00137627;-0.0220266
1573142548691;0.461601;200;0.000906008;-0.000999570;0.0369356
1573142550824;0.562473;1733;0.104761;0.101062;0.0786034
1573142551091;0.564519;67;0.000292263;-0.000129998;-0.0364888
1573142552624;0.571319;1133;0.0150955;0.0101948;0.0146724
1573142553158;0.577439;534;0.0153450;0.00612020;0.000205503
1573142553558;0.576900;134;0.00134850;-0.000346839;0.000729210
1573142554091;0.577642;533;0.00539616;0.000742793;0.00114910
1573142555891;0.581819;1067;0.00846063;0.00467199;0.00733689
1573142557091;0.580684;333;0.00507375;0.000749648;-0.0155991
1573142559958;0.519982;1400;0.00870877;0.00914103;0.0728009
1573142562491;0.518606;867;0.00293954;0.000558972;0.00222631
1573142563824;0.517928;333;0.0122763;-0.00174284;-0.0243223
1573142565824;0.507494;800;0.0511947;0.0317910;0.0720069
1573142566091;0.496122;67;0.00791779;-0.00240612;0.0117091
1573142566291;0.495541;200;0.00791779;-0.000581533;0.0221156
1573142567758;0.533277;1000;0.0512655;0.0292755;0.0219810
1573142569891;0.490731;600;0.0167589;0.0201955;0.0802392
1573142570558;0.513340;667;0.0819589;0.0226090;0.0299728
1573142573091;0.524803;1133;0.0597923;0.0432208;0.0836338
1573142576891;0.570416;2800;0.142029;0.116521;0.204722
1573142577158;0.570656;0;0.000106081;0.00000;0.000854039
1573142578824;0.576577;1666;0.00491737;0.00592178;0.00363245
1573142580024;0.581240;1200;0.00472748;0.00466263;0.00122691
1573142582291;0.592928;2267;0.00799295;0.0116885;0.00244567
1573142584758;0.586083;1134;0.00117849;0.00184280;0.00952376
1573142586958;0.589679;2200;0.00292247;0.00359595;0.00150183
1573142596758;0.592024;2400;0.00877673;0.0121664;0.00685500
1573142599558;0.606784;1934;0.0144086;0.0196361;0.0208299
1573142601158;0.620437;1600;0.00886688;0.0136527;6.70085e-05
1573142604291;0.561398;933;0.0454511;0.0197785;0.0650364
1573142606891;0.599411;1933;0.0494074;0.0362022;0.0487697
1573142610691;0.625900;2533;0.0296800;0.0493076;0.0487515
1573142613158;0.620735;667;0.00186084;0.000382006;0.00381765
1573142618491;0.610239;2200;0.00357327;0.00616801;0.00853167
1573142621158;0.603846;734;0.00287408;0.000624597;0.00338094
1573142623224;0.598730;66;2.90003e-05;-1.52588e-05;4.40987e-05
1573142632291;0.563545;667;0.00241499;-0.00223291;0.0341607
1573142633424;0.579547;1000;0.0238572;0.0135660;0.0274942
1573142635224;0.577299;866;0.00980140;0.00574762;0.0248348
1573142637491;0.580798;1333;0.00753507;0.00851661;0.0142522
1573142638824;0.589146;1333;0.00970138;0.00834817;0.00356911
1573142640758;0.593895;1000;0.0148067;0.00936556;0.0153515
1573142641358;0.594267;534;0.00301498;0.000655532;0.000247683
1573142643358;0.598699;2000;0.00330044;0.00443166;0.000461087
1573142652891;0.578217;1667;0.00836709;0.00909811;0.0111637
1573142657624;0.596875;3933;0.00962594;0.0199921;0.0108535
1573142659958;0.596143;1200;0.00331247;0.00216746;0.00565097
1573142662091;0.599578;1400;0.00321276;0.00364906;0.00264377
1573142666824;0.596620;3000;0.136067;0.116780;0.210395
1573142668758;0.530972;534;0.0156311;0.0128971;0.0857030
1573142670291;0.526087;467;0.000665570;-0.000941098;-0.000150941
1573142673558;0.567895;2534;0.0393065;0.0448466;0.0375556
1573142674491;0.572789;933;0.00620986;0.00489438;0.000467350
1573142679424;0.588604;3600;0.0152646;0.0356683;0.0310824
1573142682024;0.598025;1600;0.0108342;0.0126031;0.0126045
1573142684958;0.568698;1200;0.0483046;0.0353658;0.0819457
1573142687424;0.558089;1200;0.0421706;0.0302593;0.0720145
1573142691024;0.563234;2333;0.0406042;0.0470791;0.0734638
1573142693291;0.584871;1267;0.0834474;0.0560767;0.0985604
1573142695024;0.589922;1066;0.0192666;0.00896484;0.0137223
1573142696691;0.592183;733;0.0220151;0.00762630;0.0230101
1573142699891;0.614080;2267;0.0242478;0.0275862;0.0256662
1573142703424;0.416786;800;0.0764040;0.0507961;0.179455
1573142704291;0.414979;733;0.00464567;0.000549287;-0.00828429
1573142707558;0.538669;2134;0.118514;0.129013;0.0921100
1573142718624;0.490551;400;0.000144677;5.42700e-05;0.000889321
1573142723758;0.488695;1334;0.000916903;0.000727415;0.00103309
1573142724758;0.488689;467;0.000109181;2.72691e-05;5.31848e-05
1573142725024;0.488682;266;7.51797e-05;-6.91414e-06;0.000219917
1573142727091;0.491277;1600;0.00288160;0.00265029;0.00218476
1573142730958;0.505404;3534;0.00635714;0.0140899;0.00448683
1573142733691;0.514539;2733;0.00610374;0.00913447;0.00205456
1573142736024;0.500546;933;0.00141458;0.00172654;0.0165157
1573142740091;0.508654;3467;0.00412454;0.00835156;0.00371221
