tempr.peak_time;tempr.peak_dat;tempr.rise_time;tempr.max_deriv;tempr.amplitude;tempr.max_deriv2
1573142603065;21.8778;16333;0.00671873;0.0831814;0.00244734
1573142627732;21.9721;24667;0.00694938;0.0942421;0.000490015
1573142637732;22.0063;10000;0.00473993;0.0342331;0.000178279
1573142638398;22.0061;666;0.000620188;-0.000173569;0.000969538
1573142639398;22.0064;1000;0.000363294;0.000286102;0.00242415
1573142651732;22.2541;12334;0.0335291;0.247644;0.00511627
1573142658732;22.1311;7000;0.00117893;-0.122938;0.00658272
1573142669732;22.3115;11000;0.0285152;0.180361;0.00658272
1573142675065;22.2867;5333;0.000504448;-0.0247650;0.00188745
1573142693398;22.4763;18333;0.0212883;0.189640;0.00269933
1573142700398;22.5453;7000;0.0170147;0.0689354;0.00154030
1573142706732;22.4298;6334;0.00112165;-0.115469;0.00657230
1573142721065;22.5660;14333;0.0138308;0.136158;0.00657230
1573142730065;22.6117;9000;0.00883553;0.0456772;0.000381769
1573142738065;22.5697;8000;7.18838e-05;-0.0419464;0.00268559
1573142744732;22.6042;6667;0.00867235;0.0344677;0.00268559
1573142749398;22.5946;4666;0.000650352;-0.00958252;0.00118170
1573142754732;22.6100;5334;0.00538372;0.0153790;0.00118170
1573142768065;22.5172;13333;8.99124e-05;-0.0928116;0.00107386
1573142779398;22.5591;11333;0.00715309;0.0419216;0.00108281
1573142783398;22.5560;4000;0.000176063;-0.00304413;0.000388043
1573142797065;22.6112;13667;0.0104262;0.0551834;0.00148085
1573142806065;22.6032;9000;9.96129e-05;-0.00800514;0.000884587
1573142820065;22.6461;14000;0.00641186;0.0428982;0.00107611
1573142826065;22.6420;6000;0.000252573;-0.00408936;0.000432261
1573142834732;22.6531;8667;0.00181552;0.0110931;0.000432315
1573142835398;22.6529;666;0.000287666;-0.000207901;0.000383488
1573142837398;22.6532;2000;0.000772477;0.000324249;0.00202137
1573142844398;22.7111;7000;0.0143486;0.0578461;0.00202137
1573142851065;22.6743;6667;0.00197834;-0.0368137;0.00420685
1573142860065;22.8022;9000;0.0227686;0.127953;0.00420685
1573142875732;22.5669;15667;0.00138467;-0.235291;0.00319088
1573142893398;22.6547;17666;0.00803491;0.0877457;0.00319088
1573142911398;22.6906;18000;0.00464597;0.0359135;0.000659427
1573142913398;22.6907;2000;7.96152e-06;0.000148773;-0.000168294
1573142915398;22.6908;2000;7.96152e-06;9.53674e-05;-0.000177347
1573142922732;22.6716;7334;0.000548162;-0.0192184;0.00152024
1573142929065;22.6903;6333;0.00500007;0.0187321;0.00152024
1573142932732;22.6885;3667;2.59043e-06;-0.00189018;0.000185635
1573142939065;22.6927;6333;0.00101320;0.00427437;0.000185796
1573142951065;22.6463;12000;0.000311384;-0.0464325;0.00183540
1573142958732;22.7047;7667;0.0136283;0.0583572;0.00210100
1573142966065;22.6307;7333;0.000289942;-0.0739975;0.00393557
1573142971065;22.6603;5000;0.0114855;0.0296745;0.00393557
1573142986065;22.5619;15000;0.00115732;-0.0984287;0.00304132
1573142996732;22.6836;10667;0.0167078;0.121660;0.00304554
1573143004398;22.5586;7666;0.000366143;-0.124971;0.00281562
1573143006398;22.5600;2000;0.000366143;0.00141525;0.00281562
1573143006398;22.5600;0;-0.000531980;0.00000;-4.36273e-05
1573143011732;22.5475;5334;0.000215721;-0.0125103;0.00211546
1573143025065;22.6381;13333;0.00974221;0.0906048;0.00234995
1573143031732;22.6052;6667;0.000155908;-0.0328560;0.00150366
1573143053398;22.6998;21666;0.00750352;0.0945530;0.00150366
1573143064065;22.7747;10667;0.0146607;0.0748787;0.00177213
1573143066065;22.7755;2000;0.00132334;0.000873566;0.00301561
1573143076732;22.9258;10667;0.0244963;0.150251;0.00391555
1573143085398;22.7588;8666;0.000112522;-0.167028;0.00369096
1573143088398;22.7616;3000;0.000506602;0.00283623;0.00369096
1573143093398;22.7538;5000;0.000990178;-0.00776863;0.00134200
1573143103398;22.7771;10000;0.00505915;0.0232658;0.00134200
1573143107732;22.7709;4334;0.00109456;-0.00617027;0.00239224
1573143115398;22.8301;7666;0.0136585;0.0591583;0.00239224
1573143132732;22.7743;17334;1.44775e-05;-0.0558338;0.000193847
1573143140065;22.7769;7333;0.000480998;0.00265121;0.000193847
1573143155732;22.7958;15667;0.00212024;0.0189190;0.000226765
1573143176065;22.8587;20333;0.00413129;0.0628948;0.000417790
1573143181398;22.8546;5333;-9.53805e-05;-0.00415993;7.02535e-06
1573143187732;22.8475;6334;-0.000841374;-0.00706673;5.58972e-06
1573143194732;22.8382;7000;0.000374832;-0.00926018;0.000728028
1573143200398;22.8501;5666;0.00391464;0.0118504;0.000728028
1573143205398;22.8368;5000;0.00120273;-0.0132675;0.00278024
1573143220398;22.9513;15000;0.0136484;0.114519;0.00286738
1573143232398;22.9912;12000;0.00646735;0.0399017;0.000770632
1573143244732;23.0346;12334;0.00579024;0.0433426;0.000679202
1573143254732;23.0792;10000;0.00655828;0.0446529;0.000716906
1573143264732;23.1217;10000;0.00647497;0.0424461;0.000426475
1573143273398;23.1653;8666;0.00659113;0.0435772;0.000927182
1573143287065;23.2492;13667;0.00751392;0.0839787;0.000231583
1573143304732;23.3312;17667;0.00731847;0.0819702;0.000349390
1573143316398;23.3787;11666;0.00638017;0.0474606;0.000663532
1573143325065;23.4255;8667;0.00664006;0.0468216;0.000522135
1573143331732;23.4622;6667;0.00647217;0.0366611;5.93521e-05
1573143339398;23.5033;7666;0.00677077;0.0411625;0.000262960
1573143347732;23.5474;8334;0.00701082;0.0440578;0.000317863
1573143356065;23.5889;8333;0.00732946;0.0415516;0.000492417
1573143371398;23.6780;15333;0.00731819;0.0891209;0.000870480
1573143372398;23.6782;1000;0.000126834;0.000183105;0.00175534
1573143384398;23.8527;12000;0.0260475;0.174511;0.00385834
1573143396732;23.9740;12334;0.0160594;0.121239;0.00114322
1573143414065;24.1008;17333;0.00977910;0.126789;0.000735226
1573143432065;23.7379;18000;-0.00325905;-0.362846;0.00197557
1573143441065;23.6791;9000;0.000400999;-0.0588608;0.00217550
1573143450398;23.7221;9333;0.00706933;0.0430489;0.00217550
1573143458398;23.6813;8000;0.000753938;-0.0407696;0.00196596
1573143467065;23.7121;8667;0.00423739;0.0307503;0.00196596
1573143482732;23.7573;15667;0.00500007;0.0452232;0.000230897
1573143500065;23.8018;17333;0.00524776;0.0444908;0.000600583
1573143518398;23.8582;18333;0.00780873;0.0564442;0.00105159
1573143530732;23.8473;12334;5.10392e-05;-0.0109100;0.000134510
1573143533732;23.8474;3000;0.000174529;4.57764e-05;5.59061e-05
1573143541732;23.8428;8000;-6.59092e-05;-0.00456619;1.31268e-05
1573143546732;23.8373;5000;-0.00101580;-0.00550079;2.61515e-05
1573143560065;23.8002;13333;0.000211178;-0.0371380;0.00164098
1573143574732;23.8963;14667;0.0109560;0.0961456;0.00170228
1573143585065;23.8012;10333;-0.000193533;-0.0951309;0.000232121
1573143602732;23.7159;17667;5.43362e-05;-0.0853329;0.000537336
1573143607732;23.7188;5000;0.00109495;0.00294113;0.000537336
1573143614732;23.7111;7000;0.000349716;-0.00773048;0.000633344
1573143619732;23.7171;5000;0.00231558;0.00598526;0.000633344
1573143625398;23.7067;5666;-0.000232165;-0.0103436;2.75911e-05
1573143633732;23.6925;8334;-0.000508580;-0.0142460;5.56691e-05
1573143639398;23.6867;5666;0.000165214;-0.00573540;0.000279455
1573143642732;23.6874;3334;0.000461772;0.000623703;0.000279455
1573143648732;23.6803;6000;0.000624764;-0.00705338;0.00147688
1573143656398;23.7147;7666;0.00761823;0.0344086;0.00147688
1573143672732;23.6736;16334;-0.000663489;-0.0411549;0.000159417
1573143677732;23.6700;5000;1.95543e-05;-0.00353432;0.000253718
1573143683398;23.6717;5666;0.000626706;0.00172234;0.000253718
1573143696732;23.6652;13334;7.73205e-06;-0.00658607;0.000654779
1573143705398;23.6911;8666;0.00591135;0.0259361;0.000895564
1573143708398;23.6905;3000;0.000173460;-0.000549316;0.000565536
1573143719732;23.7100;11334;0.00395680;0.0195045;0.000824560
1573143720732;23.7095;1000;0.000456048;-0.000577927;0.000449656
1573143722732;23.7094;2000;0.000180308;-6.10352e-05;0.00187393
1573143731065;23.7728;8333;0.0133925;0.0633965;0.00199566
1573143736398;23.7498;5333;0.00160751;-0.0229950;0.00531466
1573143755065;24.2096;18667;0.0392448;0.459791;0.00617747
1573143762732;24.3082;7667;0.0169280;0.0986347;0.00103115
1573143778732;23.7169;16000;0.00131115;-0.591335;0.00431015
1573143794065;23.8889;15333;0.0180029;0.172049;0.00431015
1573143803732;23.8273;9667;-0.000594347;-0.0616131;0.000281954
1573143809398;23.8013;5666;2.87481e-05;-0.0260067;0.00443853
