id;filePrefix;timeZone;startTime;endTime;title;description;deviceNames;bvp.n;eda.n;temp.n;hr.n;str.n;hrv.n;acc.n;edr.n;tempr.n;comments.n;settings.n
606434e4-1616-4719-bfc6-201e8d2b0025;2019-11-07_10h54m45;America/Toronto -05:00;1573142085686;1573143822449;;;TP001353,TP001376;521030,518699;26051,25936;26051,25936;1404,1645;26051,25936;6947,6923;0,0;615,620;195,190;0;1
