HRV.time;HRV.x;HRV.y;HRV.z
1573142183186;11.8985;52.8842;35.2172
1573142183436;11.9805;52.1629;35.8566
1573142183686;12.0742;51.4073;36.5186
1573142183936;12.1913;50.6903;37.1184
1573142184186;12.3429;50.0816;37.5756
1573142184436;12.5221;49.6642;37.8137
1573142184686;12.7378;49.4150;37.8472
1573142184936;13.0076;49.2999;37.6925
1573142185186;13.2811;49.2929;37.4260
1573142185436;13.5150;49.3227;37.1623
1573142185686;13.6965;49.3249;36.9786
1573142185936;13.8054;49.2565;36.9381
1573142186186;13.7585;49.3363;36.9052
1573142186436;13.7522;49.3487;36.8991
1573142186686;13.7829;49.2746;36.9425
1573142186936;13.8463;49.0972;37.0565
1573142187186;13.9822;48.6216;37.3962
1573142187436;14.1212;48.0610;37.8178
1573142187686;14.2940;47.3757;38.3303
1573142187936;14.5080;46.6127;38.8792
1573142188186;14.7729;45.8257;39.4013
1573142188436;14.8451;45.6715;39.4834
1573142188686;14.9375;45.5439;39.5186
1573142188936;15.0497;45.4438;39.5065
1573142189186;15.1794;45.3667;39.4540
1573142189436;15.2355;45.3425;39.4220
1573142189686;15.2953;45.3202;39.3845
1573142189936;15.3564;45.2945;39.3491
1573142190186;15.4170;45.2604;39.3226
1573142190436;15.4754;45.2141;39.3105
1573142190686;15.5306;45.1533;39.3161
1573142190936;15.2561;45.5369;39.2070
1573142191186;14.4429;46.7694;38.7877
1573142191436;13.6111;48.0057;38.3832
1573142191686;12.7685;49.2075;38.0240
1573142191936;12.8074;49.1495;38.0431
1573142192186;12.8455;49.0865;38.0679
1573142192436;13.4164;48.0587;38.5248
1573142192686;14.2220;46.5128;39.2652
1573142192936;15.0195;45.0382;39.9423
1573142193186;15.8338;43.7727;40.3935
1573142193436;16.6855;42.8001;40.5144
1573142193686;17.2430;42.4114;40.3456
1573142193936;16.8216;42.5204;40.6580
1573142194186;16.3489;42.4954;41.1557
1573142194436;15.8536;42.3983;41.7481
1573142194686;15.3641;42.2969;42.3390
1573142194936;15.4820;42.3069;42.2112
1573142195186;14.9838;42.3674;42.6488
1573142195436;14.5264;42.5164;42.9572
1573142195686;14.1003;42.7275;43.1722
1573142195936;13.5063;43.0547;43.4390
1573142196186;12.9120;43.3364;43.7516
1573142196436;12.3105;43.5291;44.1604
