STR.time;STR.data
1573142085690;20.0
1573142085756;20.0
1573142085823;20.0
1573142085890;20.0
1573142085956;20.0
1573142086023;20.0
1573142086090;20.0
1573142086156;25.037308
1573142086223;23.59726
1573142086290;23.59726
1573142086356;23.59726
1573142086423;22.158165
1573142086490;21.43814
1573142086556;20.451067
1573142086623;20.428421
1573142086690;20.409014
1573142086756;20.396097
1573142086823;20.39283
1573142086890;20.383127
1573142086956;20.38631
1573142087023;20.389507
1573142087090;20.392702
1573142087156;20.386232
1573142087223;20.405533
1573142087290;20.529453
1573142087356;20.65023
1573142087423;20.669426
1573142087490;20.682222
1573142087556;20.685364
1573142087623;20.688496
1573142087690;22.158165
1573142087756;23.598213
1573142087823;25.038261
1573142087890;26.47831
1573142087956;27.198334
1573142088023;27.918358
1573142088090;27.918358
1573142088156;25.75924
1573142088223;25.75924
1573142088290;25.039215
1573142088356;23.599167
1573142088423;23.599167
1573142088490;22.879143
1573142088556;22.159119
1573142088623;21.439095
1573142088690;20.76722
1573142088756;20.796055
1573142088823;20.815231
1573142088890;20.80872
1573142088956;20.808609
1573142089023;20.818136
1573142089090;20.830883
1573142089156;20.837246
1573142089223;20.843662
1573142089290;20.862911
1573142089356;20.875711
1573142089423;20.888474
1573142089490;20.904469
1573142089556;21.439095
1573142089623;22.159119
1573142089690;22.879143
1573142089756;23.599167
1573142089823;23.599167
1573142089890;23.599167
1573142089956;25.039215
1573142090023;25.75924
1573142090090;26.479263
1573142090156;26.479263
1573142090223;25.039215
1573142090290;25.039215
1573142090356;24.319191
1573142090423;25.039215
1573142090490;24.319191
1573142090556;23.599167
1573142090623;22.879143
1573142090690;22.159119
1573142090756;21.439095
1573142090823;20.83046
1573142090890;20.788826
1573142090956;20.750378
1573142091023;20.705505
1573142091090;20.676676
1573142091156;20.631884
1573142091223;20.580666
1573142091290;20.522972
1573142091356;20.468523
1573142091423;20.41729
1573142091490;20.35961
1573142091556;20.301895
1573142091623;20.269768
1573142091690;20.231197
