tempr.peak_time;tempr.peak_dat;tempr.rise_time;tempr.max_deriv;tempr.amplitude;tempr.max_deriv2
1573142834959;34.0974;33000;0.0210760;0.592449;0.00106083
1573142846959;34.2506;12000;0.0157259;0.153149;2.46588e-05
1573142858959;34.3983;12000;0.0155943;0.147720;0.000923508
1573142866959;34.4690;8000;0.0118272;0.0707588;0.000227259
1573142874626;34.4210;7667;-0.00849493;-0.0480347;-0.00307004
1573142880959;34.3802;6333;-0.00836875;-0.0407982;-0.000372415
1573142888292;34.3301;7333;-0.00873301;-0.0501366;-0.000217541
1573142899292;34.2358;11000;-0.0110894;-0.0942459;-0.000913547
1573142918292;34.0323;19000;-0.0140944;-0.203518;-0.000697477
1573142926959;33.9478;8667;-0.0119699;-0.0844955;-0.000287015
1573142944959;33.7105;18000;-0.0189445;-0.237324;-0.00126015
1573142954626;33.6072;9667;-0.0120403;-0.103306;-0.000738758
1573142963292;33.5318;8666;-0.0113081;-0.0754128;-0.000140439
1573142970292;33.4834;7000;-0.00669901;-0.0483856;-0.000441991
1573142987626;33.3797;17334;-0.00945284;-0.103722;-0.000325410
1573142999959;33.4017;12333;0.00463184;0.0220528;0.00141373
1573143016959;33.4897;13667;0.0113591;0.0893173;0.00152885
1573143040959;33.5389;13000;0.0104860;0.0550537;0.00173029
1573143105959;33.7106;18000;0.0193507;0.181732;0.00288640
1573143115959;33.7709;8333;0.0121644;0.0577736;0.00181439
1573143125292;33.7183;9333;-0.00915402;-0.0526047;-0.00278590
1573143154626;33.9435;16000;0.0204130;0.223717;0.00261816
1573143168959;34.1148;14333;0.0154244;0.171295;7.21083e-05
1573143179959;34.1916;11000;0.0108947;0.0767670;0.000530436
1573143191292;34.2345;11333;0.00653455;0.0428696;0.000841536
1573143204292;34.1844;13000;-0.00743359;-0.0500832;-0.00149275
1573143210626;34.1945;6334;0.00297097;0.0101242;0.000806321
1573143228626;34.0948;18000;-0.0121627;-0.0996857;-0.00161181
1573143238626;34.0320;10000;-0.0108036;-0.0627708;-0.00133536
1573143244959;34.0483;6333;0.00410638;0.0162773;0.00193434
1573143276626;34.4708;31667;0.0235775;0.422520;0.00227879
1573143284292;34.5193;7666;0.00940924;0.0485001;0.000525552
1573143292626;34.4057;8334;-0.0235451;-0.113605;-0.00463195
1573143297959;34.4247;5333;0.00518716;0.0189667;0.00385642
1573143317292;34.5290;14666;0.00997975;0.108482;0.00163055
1573143326959;34.4491;9667;-0.0137630;-0.0799370;-0.00307323
1573143333626;34.4672;6667;0.00427820;0.0180550;0.00234113
1573143354959;34.6067;15000;0.0178878;0.146011;0.00236695
1573143361959;34.6460;7000;0.0102685;0.0393410;0.000829058
1573143370959;34.7084;8000;0.0139269;0.0592575;0.00156726
1573143381292;34.6623;10333;-0.00933163;-0.0461044;-0.00198351
1573143395626;34.5456;11334;-0.0181830;-0.120342;-0.00319728
1573143410292;34.4193;14666;-0.0144743;-0.126331;-0.000999831
1573143433292;34.4593;13333;0.00897883;0.0459595;0.000996876
1573143438292;34.4436;5000;-0.00562493;-0.0156822;-0.00205433
1573143447292;34.4935;9000;0.00785804;0.0498466;0.00184131
1573143457959;34.5669;10667;0.00928952;0.0734177;0.000168497
1573143463959;34.6009;6000;0.00688857;0.0340042;0.000696529
1573143474626;34.6932;10667;0.0106998;0.0923195;0.000735569
1573143488959;34.7883;14333;0.00956516;0.0950851;1.51473e-06
1573143500292;34.8032;10000;0.00324007;0.0134315;0.000219524
1573143510292;34.7258;10000;-0.0102034;-0.0774307;-0.00163775
1573143528959;34.6087;18667;-0.00969514;-0.117153;-7.96524e-05
1573143567626;34.7339;18000;0.0106715;0.125664;0.00135812
1573143574292;34.7062;6666;-0.00598766;-0.0276527;-0.00210261
1573143580959;34.6715;6667;-0.00687165;-0.0347633;-0.000794407
1573143602292;34.4819;21333;-0.0153975;-0.189556;-0.000817386
1573143614959;34.3681;12667;-0.0141416;-0.113853;-0.00138855
1573143624959;34.2887;10000;-0.0121215;-0.0793304;-0.000782529
1573143641959;34.2433;13333;-0.00712702;-0.0496407;-0.000878445
1573143650626;34.1833;8667;-0.00864718;-0.0600090;-0.000302391
1573143657626;34.1333;7000;-0.00716645;-0.0500603;-0.000113247
1573143669626;34.0486;12000;-0.00771421;-0.0846252;-0.000111658
1573143677626;33.9989;8000;-0.00929523;-0.0497704;-0.000443099
1573143686292;33.9528;8666;-0.00908248;-0.0460739;-0.000681664
1573143700626;33.9181;7334;-0.00853672;-0.0364647;-0.00129277
1573143707959;33.9436;7333;0.00599057;0.0255127;0.00233343
1573143717959;33.9541;7667;0.00238237;0.0116081;0.000313684
1573143735959;33.8595;18000;-0.0133347;-0.0945511;-0.00224684
1573143745959;33.8416;10000;-0.00344403;-0.0179329;-0.000518762
1573143751626;33.8569;5667;0.00461412;0.0153122;0.00113820
1573143762292;33.7562;10666;-0.0174627;-0.100712;-0.00348220
1573143777959;33.8139;15667;0.00879242;0.0577621;0.00154040
1573143788292;33.8557;10333;0.00804441;0.0417328;0.00105753
1573143795959;33.8373;7667;-0.00376520;-0.0184212;-0.00167205
