id;filePrefix;timeZone;startTime;endTime;title;description;deviceNames;bvp.n;eda.n;temp.n;hr.n;str.n;hrv.n;acc.n;edr.n;tempr.n;comments.n;settings.n
411451d3-cfa1-4197-bd07-40af9051a5e4;2019-11-07_10h54m43;America/Toronto -05:00;1573142083574;1573143821748;;;TP001689,TP001123;520357,521450;26022,26072;26015,26072;1450,1478;26023,26072;6943,6952;130109,130363;421,198;122,87;0;1
