HR.time;HR.data
1573142084775;70.450096
1573142086000;49.04632
1573142087901;64.51613
1573142088919;58.064518
1573142090268;88.888885
1573142091643;85.71429
1573142092340;90.0
1573142093590;48.12834
1573142096179;68.965515
1573142097916;70.450096
1573142098708;75.63025
1573142100257;76.75906
1573142101823;76.92308
1573142103597;66.9145
1573142107668;73.52941
1573142108594;71.71315
1573142109368;72.0
1573142110260;73.77049
1573142111027;69.76744
1573142111804;77.25322
1573142112700;69.23077
1573142113580;70.03891
1573142114352;71.14625
1573142115153;75.63025
1573142116474;45.801525
1573142117551;54.711246
1573142123185;53.475937
1573142124253;58.252426
1573142126030;67.92453
1573142127377;43.90244
1573142128879;39.130436
1573142130865;60.402683
1573142132974;57.692307
1573142134346;45.454544
1573142135671;43.165466
1573142137198;39.473682
1573142138831;36.363636
1573142141302;49.72376
1573142142908;36.144577
1573142143949;67.41573
1573142144566;78.26087
1573142145440;73.46939
1573142146343;67.16418
1573142147147;71.71315
1573142147999;67.92453
1573142148760;78.60262
1573142149683;67.669174
1573142151233;41.666668
1573142153679;69.49807
1573142154663;64.51613
1573142155504;71.71315
1573142156322;76.59574
1573142157192;64.05694
1573142158283;74.380165
1573142158834;69.49807
1573142159732;71.42857
1573142161272;37.815125
1573142163074;69.76744
1573142163835;73.17073
1573142164683;71.42857
1573142166404;68.965515
1573142167233;70.3125
1573142168066;73.77049
1573142168894;71.71315
1573142169801;70.86614
1573142171151;44.444443
1573142172300;52.941177
1573142173162;70.03891
1573142173961;74.07407
1573142175673;69.902916
1573142176551;67.92453
1573142177528;74.6888
1573142178353;72.0
1573142179098;76.27119
1573142179667;86.53846
1573142185041;62.068966
1573142186728;73.022316
1573142188900;61.01695
1573142189983;69.23077
1573142192835;70.03891
1573142193594;81.44797
1573142195290;49.72376
1573142200408;50.139275
1573142205929;67.79661
1573142206802;59.800663
1573142210399;49.586777
1573142212325;69.49807
1573142213202;71.14625
1573142213581;79.29515
1573142215022;62.5
1573142217614;55.727554
1573142222395;52.785923
1573142223248;52.478134
1573142226463;61.01695
1573142229620;45.569622
1573142245593;52.478134
1573142246388;66.9145
1573142247252;67.92453
1573142248483;63.60424
1573142249476;65.93407
1573142250794;69.63249
1573142252382;81.63265
1573142253068;56.603775
1573142255144;72.8745
1573142256796;68.181816
1573142257662;61.43345
1573142258576;62.71777
1573142259879;66.17647
1573142260994;70.3125
1573142262862;63.82979
1573142263524;62.5
1573142264827;79.64602
1573142266815;61.643837
1573142269201;78.0911
1573142269640;61.643837
1573142270422;63.82979
1573142270833;66.9145
1573142272052;64.7482
1573142272848;64.28571
1573142274045;64.51613
1573142274485;64.28571
1573142274875;63.157894
1573142275258;62.71777
1573142276319;64.05694
1573142276830;61.643837
1573142277975;76.10994
1573142278905;59.210526
1573142279919;61.22449
1573142280838;62.068966
1573142281604;79.64602
1573142282475;67.92453
1573142283545;57.692307
1573142284542;61.01695
1573142285650;61.43345
1573142286278;80.35714
1573142287178;67.669174
1573142288187;58.82353
1573142289165;60.20067
1573142290271;59.800663
1573142291227;60.402683
1573142292100;62.71777
1573142293010;71.42857
1573142294035;63.380283
1573142294931;59.800663
1573142295997;62.71777
1573142296875;60.402683
1573142298836;77.92208
1573142299630;58.44156
1573142300643;59.210526
1573142301594;60.0
1573142302472;61.43345
1573142304063;73.17073
1573142305238;55.727554
1573142306103;59.800663
1573142308040;73.17073
1573142311628;63.82979
1573142313236;57.507988
1573142315019;57.32484
1573142351629;86.124405
1573142352453;58.252426
1573142352859;60.0
1573142353196;60.81081
1573142354002;75.63025
1573142355335;63.82979
1573142355874;58.44156
1573142356812;60.402683
1573142358092;59.40594
1573142359080;59.210526
1573142359281;60.20067
1573142360417;61.01695
1573142361275;58.82353
1573142363237;71.42857
1573142364381;57.692307
1573142365199;59.210526
1573142366010;59.40594
1573142367117;61.22449
1573142368026;59.60265
1573142369198;59.01639
1573142370004;59.01639
1573142371570;77.25322
1573142372660;57.32484
1573142373673;59.210526
1573142374612;60.81081
1573142376325;72.8745
1573142377193;64.05694
1573142378161;63.157894
1573142379198;58.252426
1573142380184;59.800663
1573142381153;60.81081
1573142382181;61.43345
1573142383181;58.631924
1573142384291;58.631924
1573142385150;62.5
1573142386163;60.402683
1573142387164;60.81081
1573142388170;60.0
1573142389172;59.40594
1573142390804;73.61963
1573142391860;61.01695
1573142392736;61.85567
1573142393682;62.71777
1573142394690;61.43345
1573142396629;61.962135
1573142398424;66.42066
1573142399344;64.28571
1573142400160;74.6888
1573142401091;67.16418
1573142401975;64.05694
1573142403006;64.05694
1573142403880;65.69343
1573142404810;62.283737
1573142405742;64.05694
1573142407448;73.319756
1573142408365;60.20067
1573142409367;60.402683
1573142410324;62.93706
1573142411161;71.14625
1573142412193;60.402683
1573142413325;57.692307
1573142414254;59.210526
1573142415265;57.32484
1573142416311;58.064518
1573142417357;59.210526
1573142418930;73.319756
1573142420029;57.32484
1573142420997;60.20067
1573142422016;58.631924
1573142422916;67.41573
1573142423985;55.555557
1573142426031;58.44156
1573142427084;57.877815
1573142428059;60.402683
1573142429991;62.176167
1573142431160;53.57143
1573142432023;66.42066
1573142433098;58.44156
1573142434038;61.01695
1573142436044;69.902916
1573142436874;57.877815
1573142438001;60.20067
1573142438933;60.0
1573142440026;61.01695
1573142440843;59.40594
1573142442719;69.63249
1573142443758;57.142857
1573142444913;58.252426
1573142445679;58.44156
1573142446790;61.43345
1573142447650;58.252426
1573142448823;59.800663
1573142449659;59.60265
1573142450822;62.283737
1573142451731;59.210526
1573142453245;38.29787
1573142454246;60.60606
1573142455208;58.82353
1573142456243;59.800663
1573142457184;61.22449
1573142458378;60.0
1573142459435;60.81081
1573142460653;62.5
1573142461276;61.43345
1573142462584;60.81081
1573142463224;68.965515
1573142464464;61.643837
1573142465429;59.01639
1573142467020;57.692307
1573142467441;65.454544
1573142468604;56.25
1573142469172;60.402683
1573142470187;61.43345
1573142470973;60.81081
1573142472278;62.93706
1573142473547;55.90062
1573142474699;40.08909
1573142476004;58.064518
1573142477058;61.01695
1573142477810;64.51613
1573142478753;59.210526
1573142479886;60.20067
1573142480952;61.22449
1573142481769;61.43345
1573142483120;38.29787
1573142484146;60.402683
1573142485079;62.71777
1573142485911;62.93706
1573142486903;60.20067
1573142488154;64.51613
1573142488944;63.380283
1573142490092;62.068966
1573142491513;36.217304
1573142492663;61.22449
1573142493399;62.5
1573142494362;61.22449
1573142495405;63.380283
1573142496321;61.01695
1573142497492;59.60265
1573142498568;64.05694
1573142499220;61.01695
1573142500312;60.0
1573142501192;61.01695
1573142502868;37.97468
1573142503812;60.402683
1573142504759;59.01639
1573142505762;62.283737
1573142506718;59.60265
1573142507817;60.60606
1573142508672;64.7482
1573142509746;59.01639
1573142511378;71.57058
1573142512411;55.384617
1573142513313;64.05694
1573142514364;57.877815
1573142515461;60.0
1573142516372;60.402683
1573142517902;38.62661
1573142518948;59.01639
1573142520354;61.22449
1573142521394;58.064518
1573142522182;59.60265
1573142522923;61.22449
1573142523938;57.877815
1573142524943;62.5
1573142525781;72.8745
1573142526669;67.669174
1573142527661;58.252426
1573142528659;60.60606
1573142529621;61.01695
1573142530687;59.210526
1573142531564;64.98195
1573142532666;62.93706
1573142533488;62.71777
1573142534419;63.380283
1573142535441;62.283737
1573142537059;37.113403
1573142538015;59.40594
1573142539047;62.5
1573142539958;62.068966
1573142540933;61.43345
1573142541926;60.402683
1573142542983;61.22449
1573142544006;64.05694
1573142544713;70.3125
1573142545588;66.666664
