HRV.time;HRV.x;HRV.y;HRV.z
1573142196824;NaN;NaN;NaN
1573142197074;NaN;NaN;NaN
1573142197324;NaN;NaN;NaN
1573142197574;NaN;NaN;NaN
1573142197824;NaN;NaN;NaN
1573142198074;NaN;NaN;NaN
1573142198324;NaN;NaN;NaN
1573142198574;NaN;NaN;NaN
1573142198824;NaN;NaN;NaN
1573142199074;NaN;NaN;NaN
1573142199324;NaN;NaN;NaN
1573142199574;7.92899;28.0128;64.0582
1573142199824;7.92899;28.0128;64.0582
1573142200074;8.22879;28.7716;62.9996
1573142200324;8.68978;30.0560;61.2542
1573142200574;9.35803;31.9169;58.7251
1573142200824;10.2496;34.3499;55.4006
1573142201074;11.1285;36.6765;52.1950
1573142201324;12.3294;39.7330;47.9376
1573142201574;13.8286;43.3466;42.8248
1573142201824;15.5780;47.2578;37.1642
1573142202074;17.4709;51.0622;31.4669
1573142202324;19.3840;54.3494;26.2665
1573142202574;21.2656;56.8789;21.8554
1573142202824;22.9576;58.3774;18.6650
1573142203074;24.4743;58.9697;16.5560
1573142203324;25.8985;58.9128;15.1887
1573142203574;27.3036;58.4780;14.2183
1573142203824;28.7723;57.8701;13.3577
1573142204074;30.3569;57.1761;12.4671
1573142204324;32.0387;56.4001;11.5612
1573142204574;33.7746;55.4870;10.7385
1573142204824;35.4883;54.3829;10.1288
1573142205074;37.1455;53.0371;9.81735
1573142205324;38.7060;51.4628;9.83115
1573142205574;40.1966;49.6769;10.1265
1573142205824;41.5998;47.8211;10.5791
1573142206074;42.8746;46.1691;10.9563
1573142206324;44.2221;44.6184;11.1595
1573142206574;45.6567;43.1980;11.1453
1573142206824;47.1680;41.8988;10.9332
1573142207074;49.2981;40.0224;10.6795
1573142207324;50.9827;38.2078;10.8096
1573142207574;52.2500;36.5004;11.2497
1573142207824;53.1967;34.9695;11.8338
1573142208074;53.9679;33.6719;12.3602
1573142208324;54.7255;32.4284;12.8461
1573142208574;55.3488;31.5218;13.1294
1573142208824;55.9805;30.9345;13.0850
1573142209074;56.7003;30.6179;12.6818
1573142209324;57.5287;30.5013;11.9700
1573142209574;58.3923;30.5079;11.0998
1573142209824;59.4167;30.5528;10.0305
1573142210074;60.5255;30.5652;8.90930
1573142210324;61.6476;30.4872;7.86525
