EDA.time;EDA.data
1573142083585;0.75872535
1573142083651;0.75766677
1573142083718;0.75872535
1573142083785;0.7597845
1573142083851;0.7597845
1573142083918;0.76084435
1573142083985;0.7619048
1573142084051;0.7629658
1573142084118;0.7629658
1573142084185;0.76508963
1573142084251;0.76508963
1573142084318;0.7672159
1573142084385;0.7672159
1573142084451;0.7682799
1573142084518;0.7682799
1573142084585;0.7704098
1573142084651;0.7704098
1573142084718;0.7714757
1573142084785;0.7714757
1573142084851;0.7725422
1573142084918;0.7725422
1573142084985;0.7736093
1573142085051;0.7736093
1573142085118;0.774677
1573142085185;0.7757453
1573142085251;0.77681416
1573142085318;0.77681416
1573142085385;0.77895385
1573142085451;0.7800246
1573142085518;0.7810959
1573142085585;0.7821679
1573142085651;0.78431374
1573142085718;0.7886127
1573142085785;0.789689
1573142085851;0.7918434
1573142085918;0.79292154
1573142085985;0.79292154
1573142086051;0.7950797
1573142086118;0.7961597
1573142086185;0.79832155
1573142086251;0.7994034
1573142086318;0.80156904
1573142086385;0.80699396
1573142086451;0.80699396
1573142086518;0.8080808
1573142086585;0.8102564
1573142086651;0.8091683
1573142086718;0.8091683
1573142086785;0.8102564
1573142086851;0.81134516
1573142086918;0.81134516
1573142086985;0.8124345
1573142087051;0.8124345
1573142087118;0.81352454
1573142087185;0.81352454
1573142087251;0.81352454
1573142087318;0.81461513
1573142087385;0.81570643
1573142087451;0.8178908
1573142087518;0.8211722
1573142087585;0.8211722
1573142087651;0.82226723
1573142087718;0.82226723
1573142087785;0.82336295
1573142087851;0.82445925
1573142087918;0.82445925
1573142087985;0.8255562
1573142088051;0.82445925
1573142088118;0.8266538
1573142088185;0.8255562
1573142088251;0.8266538
1573142088318;0.8266538
1573142088385;0.827752
1573142088451;0.827752
1573142088518;0.82885087
1573142088585;0.82885087
1573142088651;0.8299504
1573142088718;0.8321513
1573142088785;0.8310505
1573142088851;0.8310505
1573142088918;0.8310505
1573142088985;0.8310505
1573142089051;0.8310505
1573142089118;0.8310505
1573142089185;0.8310505
1573142089251;0.8310505
1573142089318;0.8321513
1573142089385;0.8321513
1573142089451;0.8321513
1573142089518;0.8321513
1573142089585;0.8321513
1573142089651;0.8321513
1573142089718;0.8321513
1573142089785;0.8321513
1573142089851;0.8321513
1573142089918;0.8321513
1573142089985;0.8332527
1573142090051;0.8321513
1573142090118;0.8332527
1573142090185;0.8332527
1573142090251;0.83435476
1573142090318;0.83435476
1573142090385;0.83435476
1573142090451;0.83545744
1573142090518;0.83545744
