STR.time;STR.data
1573142083585;20.432297
1573142083651;20.442871
1573142083718;20.460493
1573142083785;20.481647
1573142083851;20.49225
1573142083918;20.513428
1573142083985;20.538143
1573142084051;20.56989
1573142084118;20.601646
1573142084185;20.636963
1573142084251;20.6758
1573142084318;20.718206
1573142084385;20.760612
1573142084451;20.799498
1573142084518;20.82784
1573142084585;20.870296
1573142084651;20.912773
1573142084718;20.951767
1573142084785;20.990736
1573142084851;21.03677
1573142084918;21.07927
1573142084985;21.121792
1573142085051;21.157272
1573142085118;21.19631
1573142085185;21.228321
1573142085251;21.267403
1573142085318;21.299397
1573142085385;21.338524
1573142085451;21.377672
1573142085518;21.423899
1573142085585;21.466597
1573142085651;21.516447
1573142085718;21.580582
1573142085785;21.644796
1573142085851;21.709133
1573142085918;21.777065
1573142085985;21.841438
1573142086051;21.913006
1573142086118;21.981106
1573142086185;22.059868
1573142086251;22.135166
1573142086318;22.214176
1573142086385;22.307642
1573142086451;22.397541
1573142086518;22.483982
1573142086585;22.570597
1573142086651;22.649939
1573142086718;22.711445
1573142086785;22.776497
1573142086851;22.837994
1573142086918;22.899406
1573142086985;22.960941
1573142087051;23.015282
1573142087118;23.073166
1573142087185;23.120333
1573142087251;23.163895
1573142087318;23.207382
1573142087385;23.225899
1573142087451;23.258715
1573142087518;23.302351
1573142087585;23.338736
1573142087651;23.378891
1573142087718;23.419048
1573142087785;23.459227
1573142087851;23.499434
1573142087918;23.532621
1573142087985;23.572851
1573142088051;23.609425
1573142088118;23.649681
1573142088185;23.682768
1573142088251;23.726532
1573142088318;23.763153
1573142088385;23.806818
1573142088451;23.832672
1573142088518;23.854757
1573142088585;23.873333
1573142088651;23.895435
1573142088718;23.92487
1573142088785;23.943476
1573142088851;23.961935
1573142088918;23.983906
1573142088985;23.998709
1573142089051;24.02068
1573142089118;24.031826
1573142089185;24.050138
1573142089251;24.057777
1573142089318;24.072592
1573142089385;24.083748
1573142089451;24.098412
1573142089518;24.105902
1573142089585;24.116901
1573142089651;24.120728
1573142089718;24.120728
1573142089785;24.124397
1573142089851;24.121038
1573142089918;24.114162
1573142089985;24.110958
1573142090051;24.097054
1573142090118;24.09033
1573142090185;24.080086
1573142090251;24.069996
1573142090318;24.056236
1573142090385;24.042477
1573142090451;24.03239
1573142090518;24.01878
1573142090585;24.012373
1573142090651;24.005966
1573142090718;23.999557
1573142090785;24.000511
1573142090851;24.008493
1573142090918;24.023674
1573142090985;24.035187
1573142091051;24.050205
1573142091118;24.061392
1573142091185;24.0761
1573142091251;24.090654
1573142091318;24.10521
1573142091385;24.119766
1573142091451;24.123444
1573142091518;24.134327
1573142091585;24.145374
1573142091651;24.163628
1573142091718;24.18909
1573142091785;24.207193
1573142091851;24.221943
1573142091918;24.240051
1573142091985;24.25816
1573142092051;24.272741
1573142092118;24.291
1573142092185;24.30574
1573142092251;24.327694
1573142092318;24.346127
1573142092385;24.36456
1573142092451;24.375929
1573142092518;24.380089
1573142092585;24.376884
1573142092651;24.37
1573142092718;24.352379
1573142092785;24.327536
1573142092851;24.306046
1573142092918;24.27767
1573142092985;24.24207
1573142093051;24.21383
1573142093118;24.182074
1573142093185;24.146757
1573142093251;24.122704
1573142093318;24.106194
1573142093385;24.100811
1573142093451;24.117298
1573142093518;24.144758
1573142093585;24.1763
1573142093651;24.21178
1573142093718;24.247236
1573142093785;24.293648
1573142093851;24.33277
1573142093918;24.371733
1573142093985;24.414364
1573142094051;24.456842
1573142094118;24.495762
1573142094185;24.5382
1573142094251;24.5586
1573142094318;24.578712
1573142094385;24.580563
1573142094451;24.571243
1573142094518;24.547173
1573142094585;24.519182
1573142094651;24.476574
1573142094718;24.419453
1573142094785;24.355003
1573142094851;24.290667
1573142094918;24.226473
1573142094985;24.165836
1573142095051;24.101744
1573142095118;24.033873
1573142095185;23.967735
1573142095251;23.970201
1573142095318;23.970201
1573142095385;23.970201
1573142095451;23.967735
1573142095518;23.967735
1573142095585;23.967735
1573142095651;23.965117
1573142095718;23.964966
1573142095785;23.960037
1573142095851;23.95511
1573142095918;23.95003
1573142095985;23.940176
1573142096051;23.932476
1573142096118;23.922474
1573142096185;23.912472
1573142096251;23.90247
1573142096318;23.887697
1573142096385;23.875092
1573142096451;23.860325
1573142096518;23.845417
1573142096585;23.830355
1573142096651;23.813002
1573142096718;23.793339
1573142096785;23.776
1573142096851;23.758661
1573142096918;23.738869
1573142096985;23.723854
1573142097051;23.699453
1573142097118;23.679688
1573142097185;23.65761
1573142097251;23.637844
1573142097318;23.61796
1573142097385;23.591286
1573142097451;23.573858
1573142097518;23.556574
1573142097585;23.534536
1573142097651;23.515095
1573142097718;23.495523
1573142097785;23.478403
1573142097851;23.461283
1573142097918;23.444172
1573142097985;23.422312
1573142098051;23.407522
1573142098118;23.392868
1573142098185;23.37809
1573142098251;23.358686
1573142098318;23.346485
1573142098385;23.334164
1573142098451;23.317337
1573142098518;23.297955
1573142098585;23.283327
1573142098651;23.266266
1573142098718;23.253958
1573142098785;23.239218
1573142098851;23.224478
1573142098918;23.207556
1573142098985;23.195265
1573142099051;23.180662
1573142099118;23.168491
1573142099185;23.151587
1573142099251;23.139421
1573142099318;23.124828
1573142099385;23.119839
1573142099451;23.10756
1573142099518;23.102575
1573142099585;23.097712
1573142099651;23.092731
1573142099718;23.080702
1573142099785;23.073416
1573142099851;23.063704
1573142099918;23.056301
1573142099985;23.046595
1573142100051;23.039312
1573142100118;23.027288
1573142100185;23.024748
1573142100251;23.022318
1573142100318;23.022318
1573142100385;23.015148
1573142100451;23.01746
1573142100518;23.01746
1573142100585;23.01746
1573142100651;23.01989
1573142100718;23.027056
1573142100785;23.031914
1573142100851;23.039194
1573142100918;23.044165
1573142100985;23.051443
1573142101051;23.056414
1573142101118;23.068438
1573142101185;23.070978
1573142101251;23.070978
1573142101318;23.068668
1573142101385;23.070978
1573142101451;23.068668
1573142101518;23.0615
1573142101585;23.051903
1573142101651;23.04462
1573142101718;23.037455
1573142101785;23.025547
1573142101851;23.01838
1573142101918;23.011099
1573142101985;23.00151
1573142102051;22.994114
1573142102118;22.981977
1573142102185;22.972277
1573142102251;22.962576
1573142102318;22.950562
1573142102385;22.938549
1573142102451;22.926535
1573142102518;22.916948
1573142102585;22.907362
1573142102651;22.897888
1573142102718;22.88346
1573142102785;22.87377
1573142102851;22.85934
1573142102918;22.847338
1573142102985;22.837759
1573142103051;22.818718
1573142103118;22.806828
1573142103185;22.794836
1573142103251;22.785263
1573142103318;22.775583
1573142103385;22.763592
1573142103451;22.751596
1573142103518;22.741917
1573142103585;22.729923
1573142103651;22.720243
1573142103718;22.715406
1573142103785;22.708155
1573142103851;22.69617
1573142103918;22.686604
1573142103985;22.674622
1573142104051;22.674522
1573142104118;22.664854
1573142104185;22.660023
1573142104251;22.650362
1573142104318;22.640705
1573142104385;22.63105
1573142104451;22.623709
1573142104518;22.611738
1573142104585;22.601986
1573142104651;22.59233
1573142104718;22.58036
1573142104785;22.57312
1573142104851;22.568197
1573142104918;22.563272
1573142104985;22.558352
1573142105051;22.546291
1573142105118;22.536648
1573142105185;22.524689
1573142105251;22.517456
1573142105318;22.512638
1573142105385;22.507818
1573142105451;22.500591
1573142105518;22.49568
1573142105585;22.49077
1573142105651;22.485857
1573142105718;22.48326
1573142105785;22.478346
1573142105851;22.468718
1573142105918;22.459084
1573142105985;22.45186
1573142106051;22.444641
1573142106118;22.432705
1573142106185;22.430206
1573142106251;22.420584
1573142106318;22.408646
1573142106385;22.399025
1573142106451;22.39181
1573142106518;22.382278
1573142106585;22.37284
1573142106651;22.363314
1573142106718;22.35147
1573142106785;22.341944
1573142106851;22.334824
1573142106918;22.327612
1573142106985;22.315685
1573142107051;22.308565
1573142107118;22.306164
1573142107185;22.296638
1573142107251;22.28952
1573142107318;22.287119
1573142107385;22.275368
1573142107451;22.26825
1573142107518;22.263447
